CodCirc2,NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,index,LibCirElec,NbSap,CodReg,CodDpt
47003,2,LEPERS,Guillaume,M.,DVD,Divers droite,27689,"54,13","36,54",OUI,4703,47,75,401,3ème circonscription,1,75,47
64001,3,POUEYTO,Josy,Mme,ENS,Ensemble ! (Majorité présidentielle),30942,"66,69","44,55",OUI,6401,64,75,402,1ère circonscription,1,75,64
64001,7,VERRIERE,François,M.,RN,Rassemblement National,15455,"33,31","22,25",NON,6401,64,75,402,1ère circonscription,1,75,64
64002,5,MATTEÏ,Jean-Paul,M.,ENS,Ensemble ! (Majorité présidentielle),37347,"63,74","44,11",OUI,6402,64,75,403,2ème circonscription,1,75,64
64002,6,BECKER,Monique,Mme,RN,Rassemblement National,21242,"36,26","25,09",NON,6402,64,75,403,2ème circonscription,1,75,64
64003,2,CRESSON,Nicolas,M.,RN,Rassemblement National,20530,"35,50","24,46",NON,6403,64,75,404,3ème circonscription,1,75,64
64003,5,HABIB,David,M.,DVG,Divers gauche,37303,"64,50","44,45",OUI,6403,64,75,404,3ème circonscription,1,75,64
64004,2,ECHANIZ,Iñaki,M.,UG,Union de la gauche,27762,"47,92","34,36",OUI,6404,64,75,405,4ème circonscription,1,75,64
64004,3,LASSALLE,Jean,M.,DVD,Divers droite,13419,"23,16","16,61",NON,6404,64,75,405,4ème circonscription,1,75,64
64004,4,LOPEZ,Sylviane,Mme,RN,Rassemblement National,16753,"28,92","20,73",NON,6404,64,75,405,4ème circonscription,1,75,64
64005,5,CAPDEVIELLE,Colette,Mme,UG,Union de la gauche,40607,"62,64","40,15",OUI,6405,64,75,406,5ème circonscription,1,75,64
64005,9,ROSSO,Serge,M.,RN,Rassemblement National,24221,"37,36","23,95",NON,6405,64,75,406,5ème circonscription,1,75,64
64006,2,DUFAU,Peio,M.,UG,Union de la gauche,27117,"36,28","25,43",OUI,6406,64,75,407,6ème circonscription,1,75,64
64006,3,LASTÉCOUÈRES,Victor,M.,UXD,Union de l'extrême droite,21222,"28,39","19,90",NON,6406,64,75,407,6ème circonscription,1,75,64
64006,9,DEVÈZE,Christian,M.,ENS,Ensemble ! (Majorité présidentielle),26403,"35,33","24,76",NON,6406,64,75,407,6ème circonscription,1,75,64
79001,1,LANZI,Nathalie,Mme,UG,Union de la gauche,20526,"32,63","22,37",NON,7901,79,75,408,1ère circonscription,1,75,79
79001,5,CHAMPEAU,Dorothée,Mme,RN,Rassemblement National,15732,"25,01","17,15",NON,7901,79,75,408,1ère circonscription,1,75,79
79001,6,MARCHIVE,Bastien,M.,DVC,Divers centre,26655,"42,37","29,05",OUI,7901,79,75,408,1ère circonscription,1,75,79
79002,1,BATHO,Delphine,Mme,ECO,Ecologistes,37808,"59,21","38,56",OUI,7902,79,75,409,2ème circonscription,1,75,79
79002,4,GARAULT,Mélody,Mme,RN,Rassemblement National,26048,"40,79","26,56",NON,7902,79,75,409,2ème circonscription,1,75,79
79003,3,FIÉVET,Jean-Marie,M.,ENS,Ensemble ! (Majorité présidentielle),31821,"58,11","37,29",OUI,7903,79,75,410,3ème circonscription,1,75,79
79003,4,ROBIN,Philippe,M.,UXD,Union de l'extrême droite,22936,"41,89","26,88",NON,7903,79,75,410,3ème circonscription,1,75,79
86001,1,DARLES,Emmanuelle,Mme,RN,Rassemblement National,16858,"30,23","20,79",NON,8601,86,75,411,1ère circonscription,1,75,86
86001,3,SAINT-PÉ,Séverine,Mme,HOR,Horizons,16244,"29,13","20,04",NON,8601,86,75,411,1ère circonscription,1,75,86
86001,5,BELLUCO,Lisa,Mme,UG,Union de la gauche,22660,"40,64","27,95",OUI,8601,86,75,411,1ère circonscription,1,75,86
86002,1,CHEVALLIER,Estelle,Mme,RN,Rassemblement National,14473,"25,38","18,04",NON,8602,86,75,412,2ème circonscription,1,75,86
86002,4,SOUMAILLE,Valérie,Mme,UG,Union de la gauche,18666,"32,73","23,27",NON,8602,86,75,412,2ème circonscription,1,75,86
86002,6,HOULIÉ,Sacha,M.,ENS,Ensemble ! (Majorité présidentielle),23895,"41,90","29,79",OUI,8602,86,75,412,2ème circonscription,1,75,86
86003,1,LECAMP,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),26100,"54,41","36,03",OUI,8603,86,75,413,3ème circonscription,1,75,86
86003,4,SOULAT,Eric,M.,RN,Rassemblement National,21868,"45,59","30,19",NON,8603,86,75,413,3ème circonscription,1,75,86
86004,5,TURQUOIS,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),25152,"53,95","34,13",OUI,8604,86,75,414,4ème circonscription,1,75,86
86004,6,JACQUEMIN,Hager,Mme,RN,Rassemblement National,21468,"46,05","29,13",NON,8604,86,75,414,4ème circonscription,1,75,86
87001,2,MAUDET,Damien,M.,UG,Union de la gauche,24713,"42,20","29,43",OUI,8701,87,75,415,1ère circonscription,1,75,87
87001,3,NEGRIER,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),13453,"22,97","16,02",NON,8701,87,75,415,1ère circonscription,1,75,87
87001,4,DOS SANTOS DE OLIVEIRA,Camille,Mme,RN,Rassemblement National,20400,"34,83","24,30",NON,8701,87,75,415,1ère circonscription,1,75,87
87002,1,DELAUTRETTE,Stéphane,M.,UG,Union de la gauche,36679,"56,06","37,29",OUI,8702,87,75,416,2ème circonscription,1,75,87
87002,3,MINGUET,Sabrina,Mme,RN,Rassemblement National,28751,"43,94","29,23",NON,8702,87,75,416,2ème circonscription,1,75,87
87003,1,FREYCHET,Albin,M.,RN,Rassemblement National,20992,"37,05","25,78",NON,8703,87,75,417,3ème circonscription,1,75,87
87003,3,TOULZA,Gilles,M.,DVC,Divers centre,12573,"22,19","15,44",NON,8703,87,75,417,3ème circonscription,1,75,87
87003,4,MEUNIER,Manon,Mme,UG,Union de la gauche,23095,"40,76","28,37",OUI,8703,87,75,417,3ème circonscription,1,75,87
09002,4,ALOZY,Michèle,Mme,RN,Rassemblement National,17760,"42,93","28,62",NON,0902,09,76,419,2ème circonscription,1,76,09
09002,5,PANIFOUS,Laurent,M.,UG,Union de la gauche,23608,"57,07","38,04",OUI,0902,09,76,419,2ème circonscription,1,76,09
11001,8,BARTHÈS,Christophe,M.,RN,Rassemblement National,37049,"61,44","37,33",OUI,1101,11,76,420,1ère circonscription,1,76,11
11001,9,POUTOU,Philippe,M.,UG,Union de la gauche,23251,"38,56","23,43",NON,1101,11,76,420,1ère circonscription,1,76,11
11002,5,FALCON,Frédéric,M.,RN,Rassemblement National,33573,"58,22","36,16",OUI,1102,11,76,421,2ème circonscription,1,76,11
11002,8,THIVENT,Viviane,Mme,UG,Union de la gauche,24092,"41,78","25,95",NON,1102,11,76,421,2ème circonscription,1,76,11
11003,3,ANDRIEU,Philippe,M.,UG,Union de la gauche,29004,"47,93","32,28",NON,1103,11,76,422,3ème circonscription,1,76,11
11003,5,RANCOULE,Julien,M.,RN,Rassemblement National,31514,"52,07","35,07",OUI,1103,11,76,422,3ème circonscription,1,76,11
12001,2,MAZARS,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),34706,"65,17","44,30",OUI,1201,12,76,423,1ère circonscription,1,76,12
12001,5,CHARTIER,Jean-Philippe,M.,RN,Rassemblement National,18547,"34,83","23,67",NON,1201,12,76,423,1ère circonscription,1,76,12
12002,1,PAROLIN,Marie-Christine,Mme,RN,Rassemblement National,19159,"44,31","28,08",NON,1202,12,76,424,2ème circonscription,1,76,12
12002,2,ALEXANDRE,Laurent,M.,UG,Union de la gauche,24084,"55,69","35,30",OUI,1202,12,76,424,2ème circonscription,1,76,12
12003,2,ROUSSET,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),29696,"60,29","41,09",OUI,1203,12,76,425,3ème circonscription,1,76,12
12003,5,FEVRE,Pierre-Antoine,M.,UXD,Union de l'extrême droite,19561,"39,71","27,07",NON,1203,12,76,425,3ème circonscription,1,76,12
30001,4,MENARD,Charles,M.,UG,Union de la gauche,23856,"45,78","26,39",NON,3001,30,76,426,1ère circonscription,1,76,30
30001,5,GILLET,Yoann,M.,RN,Rassemblement National,28259,"54,22","31,26",OUI,3001,30,76,426,1ère circonscription,1,76,30
30003,5,BORDES,Pascale,Mme,RN,Rassemblement National,35685,"58,68","37,18",OUI,3003,30,76,428,3ème circonscription,1,76,30
30003,7,OROMI,Sabine,Mme,UG,Union de la gauche,25133,"41,32","26,19",NON,3003,30,76,428,3ème circonscription,1,76,30
30004,2,BORD,Arnaud,M.,UG,Union de la gauche,25832,"42,36","27,18",NON,3004,30,76,429,4ème circonscription,1,76,30
30004,5,MEURIN,Pierre,M.,RN,Rassemblement National,35144,"57,64","36,98",OUI,3004,30,76,429,4ème circonscription,1,76,30
30005,3,ALLEGRET-PILOT,Alexandre,M.,UXD,Union de l'extrême droite,32628,"51,58","32,97",OUI,3005,30,76,430,5ème circonscription,1,76,30
30005,4,SALA,Michel,M.,UG,Union de la gauche,30633,"48,42","30,95",NON,3005,30,76,430,5ème circonscription,1,76,30
30006,5,CADÈNE,Nicolas,M.,UG,Union de la gauche,25381,"48,60","29,65",NON,3006,30,76,431,6ème circonscription,1,76,30
30006,6,JOSSERAND,Sylvie,Mme,RN,Rassemblement National,26838,"51,40","31,36",OUI,3006,30,76,431,6ème circonscription,1,76,30
31001,2,CLOUET,Hadrien,M.,UG,Union de la gauche,29059,"49,97","34,09",OUI,3101,31,76,432,1ère circonscription,1,76,31
31001,3,HOBET,Elodie,Mme,ENS,Ensemble ! (Majorité présidentielle),15841,"27,24","18,59",NON,3101,31,76,432,1ère circonscription,1,76,31
31001,4,CHAMBELIN,Lola,Mme,RN,Rassemblement National,13254,"22,79","15,55",NON,3101,31,76,432,1ère circonscription,1,76,31
31002,2,STAMBACH-TERRENOIR,Anne,Mme,UG,Union de la gauche,33063,"44,41","31,01",OUI,3102,31,76,433,2ème circonscription,1,76,31
31002,3,KHALIFA,Frank,M.,RN,Rassemblement National,20575,"27,63","19,30",NON,3102,31,76,433,2ème circonscription,1,76,31
31002,7,LAGLEIZE,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),20819,"27,96","19,53",NON,3102,31,76,433,2ème circonscription,1,76,31
31003,1,ALARCON,Stéphanie,Mme,RN,Rassemblement National,13366,"22,28","16,32",NON,3103,31,76,434,3ème circonscription,1,76,31
31003,6,VIGNON,Corinne,Mme,ENS,Ensemble ! (Majorité présidentielle),23650,"39,42","28,87",OUI,3103,31,76,434,3ème circonscription,1,76,31
31003,10,ROBY,Agathe,Mme,UG,Union de la gauche,22986,"38,31","28,06",NON,3103,31,76,434,3ème circonscription,1,76,31
31005,3,PORTARRIEU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),41533,"56,22","38,17",OUI,3105,31,76,436,5ème circonscription,1,76,31
31005,5,LEONARDELLI,Julien,M.,RN,Rassemblement National,32338,"43,78","29,72",NON,3105,31,76,436,5ème circonscription,1,76,31
31006,4,SIMION,Arnaud,M.,UG,Union de la gauche,47670,"60,40","40,61",OUI,3106,31,76,437,6ème circonscription,1,76,31
31006,5,DEMANGE-FIERLEJ,Nadine,Mme,RN,Rassemblement National,31256,"39,60","26,62",NON,3106,31,76,437,6ème circonscription,1,76,31
31007,3,BEX,Christophe,M.,UG,Union de la gauche,35228,"50,78","32,54",OUI,3107,31,76,438,7ème circonscription,1,76,31
31007,4,INARD,Gaëtan,M.,UXD,Union de l'extrême droite,34145,"49,22","31,54",NON,3107,31,76,438,7ème circonscription,1,76,31
31008,2,DELCHARD,Loïc,M.,RN,Rassemblement National,27665,"48,13","32,15",NON,3108,31,76,439,8ème circonscription,1,76,31
31008,5,AVIRAGNET,Joël,M.,UG,Union de la gauche,29813,"51,87","34,64",OUI,3108,31,76,439,8ème circonscription,1,76,31
31009,3,DELRIEU,Florian,M.,ENS,Ensemble ! (Majorité présidentielle),10417,"18,81","12,80",NON,3109,31,76,440,9ème circonscription,1,76,31
31009,4,ARRIGHI,Christine,Mme,UG,Union de la gauche,30177,"54,50","37,08",OUI,3109,31,76,440,9ème circonscription,1,76,31
31009,5,BEOUT,Caroline,Mme,RN,Rassemblement National,14775,"26,68","18,16",NON,3109,31,76,440,9ème circonscription,1,76,31
31010,2,FALGAS-COLOMINA,Caroline,Mme,RN,Rassemblement National,28645,"38,93","27,24",NON,3110,31,76,441,10ème circonscription,1,76,31
31010,8,OBERTI,Jacques,M.,UG,Union de la gauche,44932,"61,07","42,72",OUI,3110,31,76,441,10ème circonscription,1,76,31
32001,1,CAZENEUVE,Jean-René,M.,ENS,Ensemble ! (Majorité présidentielle),29185,"58,48","39,86",OUI,3201,32,76,442,1ère circonscription,1,76,32
32001,6,YELMA,Jean-Luc,M.,RN,Rassemblement National,20720,"41,52","28,30",NON,3201,32,76,442,1ère circonscription,1,76,32
32002,1,CENDRÉ,Alice,Mme,RN,Rassemblement National,21154,"40,63","28,72",NON,3202,32,76,443,2ème circonscription,1,76,32
32002,3,TAUPIAC,David,M.,DVG,Divers gauche,30912,"59,37","41,97",OUI,3202,32,76,443,2ème circonscription,1,76,32
34001,1,OLIVA,Josyan,M.,UXD,Union de l'extrême droite,25868,"44,81","28,31",NON,3401,34,76,444,1ère circonscription,1,76,34
34001,3,ROUMEGAS,Jean-Louis,M.,UG,Union de la gauche,31864,"55,19","34,87",OUI,3401,34,76,444,1ère circonscription,1,76,34
34003,2,DOMBRE-COSTE,Fanny,Mme,UG,Union de la gauche,36860,"58,29","39,19",OUI,3403,34,76,446,3ème circonscription,1,76,34
34003,6,TROISE,Lauriane,Mme,RN,Rassemblement National,26379,"41,71","28,04",NON,3403,34,76,446,3ème circonscription,1,76,34
34004,1,BOUQUIN,Manon,Mme,RN,Rassemblement National,40186,"50,49","33,38",OUI,3404,34,76,447,4ème circonscription,1,76,34
34004,5,ROME,Sébastien,M.,UG,Union de la gauche,39408,"49,51","32,73",NON,3404,34,76,447,4ème circonscription,1,76,34
34005,5,GALZY,Stéphanie,Mme,RN,Rassemblement National,36171,"55,36","36,16",OUI,3405,34,76,448,5ème circonscription,1,76,34
34005,6,MANENC,Aurélien,M.,UG,Union de la gauche,29172,"44,64","29,17",NON,3405,34,76,448,5ème circonscription,1,76,34
34006,3,MÉNARD,Emmanuelle,Mme,DVD,Divers droite,18091,"29,19","19,05",NON,3406,34,76,449,6ème circonscription,1,76,34
34006,4,GABARRON,Julien,M.,RN,Rassemblement National,29288,"47,26","30,83",OUI,3406,34,76,449,6ème circonscription,1,76,34
34006,5,CROZIER,Magali,Mme,UG,Union de la gauche,14592,"23,55","15,36",NON,3406,34,76,449,6ème circonscription,1,76,34
34008,2,CARRIERE,Sylvain,M.,UG,Union de la gauche,29841,"50,33","31,19",OUI,3408,34,76,451,8ème circonscription,1,76,34
34008,4,DELAPIERRE,Cédric,M.,RN,Rassemblement National,29446,"49,67","30,78",NON,3408,34,76,451,8ème circonscription,1,76,34
34009,7,BELAOUNI,Nadia,Mme,UG,Union de la gauche,26353,"48,10","29,07",NON,3409,34,76,452,9ème circonscription,1,76,34
34009,9,ALLONCLE,Charles,M.,UXD,Union de l'extrême droite,28433,"51,90","31,36",OUI,3409,34,76,452,9ème circonscription,1,76,34
46001,2,PRADIÉ,Aurélien,M.,LR,Les Républicains,28049,"53,78","38,40",OUI,4601,46,76,453,1ère circonscription,1,76,46
46001,4,BOUGEARD,Elsa,Mme,UG,Union de la gauche,12129,"23,26","16,60",NON,4601,46,76,453,1ère circonscription,1,76,46
46001,5,MIHAYLOVA,Slavka,Mme,RN,Rassemblement National,11975,"22,96","16,39",NON,4601,46,76,453,1ère circonscription,1,76,46
46002,1,TIEGNA,Huguette,Mme,ENS,Ensemble ! (Majorité présidentielle),9870,"20,66","14,88",NON,4602,46,76,454,2ème circonscription,1,76,46
46002,2,PROENÇA,Christophe,M.,UG,Union de la gauche,22374,"46,83","33,74",OUI,4602,46,76,454,2ème circonscription,1,76,46
46002,5,BLANCHET,Gérard Raymond,M.,RN,Rassemblement National,15531,"32,51","23,42",NON,4602,46,76,454,2ème circonscription,1,76,46
48001,1,GOUSSEAU,Luc-Etienne,M.,RN,Rassemblement National,17347,"39,41","29,03",NON,4801,48,76,455,1ère circonscription,1,76,48
48001,3,MOREL A L'HUISSIER,Pierre,M.,DVD,Divers droite,7576,"17,21","12,68",NON,4801,48,76,455,1ère circonscription,1,76,48
48001,5,PANTEL,Sophie,Mme,UG,Union de la gauche,19097,"43,38","31,96",OUI,4801,48,76,455,1ère circonscription,1,76,48
65001,1,SORIN,Marie-Christine,Mme,RN,Rassemblement National,24937,"46,89","28,56",NON,6501,65,76,456,1ère circonscription,1,76,65
65001,4,FERRER,Sylvie,Mme,UG,Union de la gauche,28245,"53,11","32,35",OUI,6501,65,76,456,1ère circonscription,1,76,65
65002,5,FÉGNÉ,Denis,M.,UG,Union de la gauche,29345,"51,72","33,16",OUI,6502,65,76,457,2ème circonscription,1,76,65
65002,7,MONTEIL,Olivier,M.,RN,Rassemblement National,27395,"48,28","30,95",NON,6502,65,76,457,2ème circonscription,1,76,65
66001,1,BLANC,Sophie,Mme,RN,Rassemblement National,25150,"57,58","33,95",OUI,6601,66,76,458,1ère circonscription,1,76,66
66001,2,DASPE,Francis,M.,UG,Union de la gauche,18525,"42,42","25,01",NON,6601,66,76,458,1ère circonscription,1,76,66
66003,5,DOGOR-SUCH,Sandrine,Mme,RN,Rassemblement National,29118,"56,28","33,99",OUI,6603,66,76,460,3ème circonscription,1,76,66
66003,6,CULLELL,Nathalie,Mme,UG,Union de la gauche,22623,"43,72","26,41",NON,6603,66,76,460,3ème circonscription,1,76,66
66004,2,MARTINEZ,Michèle,Mme,RN,Rassemblement National,38045,"58,14","37,03",OUI,6604,66,76,461,4ème circonscription,1,76,66
66004,6,BARAILLÉ,Julien,M.,UG,Union de la gauche,27395,"41,86","26,66",NON,6604,66,76,461,4ème circonscription,1,76,66
81001,4,CABROLIER,Frédéric,M.,RN,Rassemblement National,25322,"43,77","29,66",NON,8101,81,76,462,1ère circonscription,1,76,81
81001,5,BONNECARRERE,Philippe,M.,DVC,Divers centre,32529,"56,23","38,11",OUI,8101,81,76,462,1ère circonscription,1,76,81
81002,3,ERODI,Karen,Mme,UG,Union de la gauche,35447,"50,73","32,13",OUI,8102,81,76,463,2ème circonscription,1,76,81
81002,6,BACOU,Julien,M.,RN,Rassemblement National,34425,"49,27","31,21",NON,8102,81,76,463,2ème circonscription,1,76,81
81003,4,TERLIER,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),36127,"50,99","34,48",OUI,8103,81,76,464,3ème circonscription,1,76,81
81003,5,CARAYON,Guilhem,M.,UXD,Union de l'extrême droite,34722,"49,01","33,14",NON,8103,81,76,464,3ème circonscription,1,76,81
82001,1,BAREGES,Brigitte,Mme,UXD,Union de l'extrême droite,32394,"51,25","34,67",OUI,8201,82,76,465,1ère circonscription,1,76,82
82001,3,RABAULT,Valérie,Mme,UG,Union de la gauche,30813,"48,75","32,98",NON,8201,82,76,465,1ère circonscription,1,76,82
82002,1,CHRETIEN,Claudie,Mme,UG,Union de la gauche,23166,"38,49","23,83",NON,8202,82,76,466,2ème circonscription,1,76,82
82002,4,HAMELET,Marine,Mme,RN,Rassemblement National,37015,"61,51","38,08",OUI,8202,82,76,466,2ème circonscription,1,76,82
01001,2,MAÎTRE,Christophe,M.,RN,Rassemblement National,26116,"43,52","30,07",NON,0101,01,84,467,1ère circonscription,1,84,01
01001,3,BRETON,Xavier,M.,LR,Les Républicains,33889,"56,48","39,02",OUI,0101,01,84,467,1ère circonscription,1,84,01
01002,1,KOTARAC,Andréa,M.,RN,Rassemblement National,31766,"44,91","31,17",NON,0102,01,84,468,2ème circonscription,1,84,01
01002,2,DAUBIÉ,Romain,M.,ENS,Ensemble ! (Majorité présidentielle),38973,"55,09","38,24",OUI,0102,01,84,468,2ème circonscription,1,84,01
01003,1,GIVERNET,Olga,Mme,ENS,Ensemble ! (Majorité présidentielle),32958,"63,00","39,16",OUI,0103,01,84,469,3ème circonscription,1,84,01
01003,6,DUBARRY,Karine,Mme,RN,Rassemblement National,19359,"37,00","23,00",NON,0103,01,84,469,3ème circonscription,1,84,01
01004,5,COQUELET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),31437,"48,65","32,70",NON,0104,01,84,470,4ème circonscription,1,84,01
01004,6,BUISSON,Jérôme,M.,RN,Rassemblement National,33186,"51,35","34,52",OUI,0104,01,84,470,4ème circonscription,1,84,01
01005,4,PISANI,Florence,Mme,UG,Union de la gauche,19964,"42,47","25,62",NON,0105,01,84,471,5ème circonscription,1,84,01
01005,8,CHAVENT,Marc,M.,UXD,Union de l'extrême droite,27040,"57,53","34,70",OUI,0105,01,84,471,5ème circonscription,1,84,01
03001,2,MONNET,Yannick,M.,UG,Union de la gauche,28411,"50,51","32,08",OUI,0301,03,84,472,1ère circonscription,1,84,03
03001,7,THÈS,Anne-Marie,Mme,RN,Rassemblement National,27839,"49,49","31,44",NON,0301,03,84,472,1ère circonscription,1,84,03
03002,1,BOVET,Jorys,M.,RN,Rassemblement National,22990,"43,27","28,78",OUI,0302,03,84,473,2ème circonscription,1,84,03
03002,2,LEFEBVRE,Romain,M.,LR,Les Républicains,15526,"29,22","19,44",NON,0302,03,84,473,2ème circonscription,1,84,03
03002,3,HERITIER,Louise,Mme,UG,Union de la gauche,14618,"27,51","18,30",NON,0302,03,84,473,2ème circonscription,1,84,03
03003,1,RAY,Nicolas,M.,LR,Les Républicains,31075,"59,07","38,79",OUI,0303,03,84,474,3ème circonscription,1,84,03
03003,2,QUENEY,Rémy,M.,RN,Rassemblement National,21528,"40,93","26,88",NON,0303,03,84,474,3ème circonscription,1,84,03
07001,2,PORQUET,Céline,Mme,RN,Rassemblement National,25419,"47,32","31,94",NON,0701,07,84,475,1ère circonscription,1,84,07
07001,6,SAULIGNAC,Hervé,M.,UG,Union de la gauche,28303,"52,68","35,56",OUI,0701,07,84,475,1ère circonscription,1,84,07
07002,4,VICTORY,Michèle,Mme,UG,Union de la gauche,30372,"47,24","31,26",NON,0702,07,84,476,2ème circonscription,1,84,07
07002,5,TREBUCHET,Vincent,M.,UXD,Union de l'extrême droite,33926,"52,76","34,92",OUI,0702,07,84,476,2ème circonscription,1,84,07
07003,4,PALLOT,Florence,Mme,UG,Union de la gauche,18125,"30,76","22,37",NON,0703,07,84,477,3ème circonscription,1,84,07
07003,5,BRUN,Fabrice,M.,DVD,Divers droite,20414,"34,65","25,20",OUI,0703,07,84,477,3ème circonscription,1,84,07
07003,8,GRANGIER,Cyrille,M.,RN,Rassemblement National,20378,"34,59","25,15",NON,0703,07,84,477,3ème circonscription,1,84,07
15001,1,DESCOEUR,Vincent,M.,DVD,Divers droite,28330,"65,89","45,46",OUI,1501,15,84,478,1ère circonscription,1,84,15
15001,6,GALLAIS,Dorothée,Mme,RN,Rassemblement National,14668,"34,11","23,54",NON,1501,15,84,478,1ère circonscription,1,84,15
15002,3,LACROIX,Gilles,M.,RN,Rassemblement National,13967,"39,29","26,70",NON,1502,15,84,479,2ème circonscription,1,84,15
15002,7,BONY,Jean Yves,M.,DVD,Divers droite,21585,"60,71","41,27",OUI,1502,15,84,479,2ème circonscription,1,84,15
26001,1,VALLON,Jean-Paul,M.,RN,Rassemblement National,21351,"43,76","27,49",NON,2601,26,84,480,1ère circonscription,1,84,26
26001,6,CHRISTOPHLE,Paul,M.,UG,Union de la gauche,27439,"56,24","35,33",OUI,2601,26,84,480,1ère circonscription,1,84,26
26002,3,POLLET,Lisette,Mme,RN,Rassemblement National,33755,"58,28","34,74",OUI,2602,26,84,481,2ème circonscription,1,84,26
26002,4,CHKERI,Karim,M.,UG,Union de la gauche,24159,"41,72","24,86",NON,2602,26,84,481,2ème circonscription,1,84,26
26003,2,POCHON,Marie,Mme,UG,Union de la gauche,43483,"56,59","39,23",OUI,2603,26,84,482,3ème circonscription,1,84,26
26003,6,AUTRAND,Adhémar,M.,UXD,Union de l'extrême droite,33360,"43,41","30,10",NON,2603,26,84,482,3ème circonscription,1,84,26
26004,2,PAGANI,Isabelle,Mme,UG,Union de la gauche,22818,"32,08","22,66",NON,2604,26,84,483,4ème circonscription,1,84,26
26004,4,ANTHOINE,Emmanuelle,Mme,LR,Les Républicains,18473,"25,97","18,34",NON,2604,26,84,483,4ème circonscription,1,84,26
26004,6,MONNIER,Thibaut,M.,RN,Rassemblement National,29846,"41,96","29,63",OUI,2604,26,84,483,4ème circonscription,1,84,26
38001,3,LACROIX,Alexandre,M.,UXD,Union de l'extrême droite,10865,"17,41","12,94",NON,3801,38,84,484,1ère circonscription,1,84,38
38001,4,PREVOST,Hugo,M.,UG,Union de la gauche,26438,"42,35","31,49",OUI,3801,38,84,484,1ère circonscription,1,84,38
38001,5,VÉRAN,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),25120,"40,24","29,92",NON,3801,38,84,484,1ère circonscription,1,84,38
38002,1,CHATELAIN,Cyrielle,Mme,UG,Union de la gauche,30855,"62,07","38,94",OUI,3802,38,84,485,2ème circonscription,1,84,38
38002,5,ROBERT,Edouard,M.,RN,Rassemblement National,18854,"37,93","23,79",NON,3802,38,84,485,2ème circonscription,1,84,38
38003,3,MARTIN,Élisa,Mme,UG,Union de la gauche,24837,"69,61","43,18",OUI,3803,38,84,486,3ème circonscription,1,84,38
38003,7,DUPRÉ,Christel,Mme,RN,Rassemblement National,10844,"30,39","18,85",NON,3803,38,84,486,3ème circonscription,1,84,38
38004,2,MALANDRINO,Anne-Marie,Mme,UXD,Union de l'extrême droite,24849,"40,08","26,83",NON,3804,38,84,487,4ème circonscription,1,84,38
38004,6,BATTISTEL,Marie-Noëlle,Mme,UG,Union de la gauche,37148,"59,92","40,11",OUI,3804,38,84,487,4ème circonscription,1,84,38
38005,1,IORDANOFF,Jérémie,M.,UG,Union de la gauche,43281,"59,95","40,46",OUI,3805,38,84,488,5ème circonscription,1,84,38
38005,7,SCHREIBER,Frédérique,Mme,RN,Rassemblement National,28914,"40,05","27,03",NON,3805,38,84,488,5ème circonscription,1,84,38
38006,2,JOLLY,Alexis,M.,RN,Rassemblement National,34116,"62,16","37,46",OUI,3806,38,84,489,6ème circonscription,1,84,38
38006,6,DI SPIGNO,Yaqine,Mme,UG,Union de la gauche,20768,"37,84","22,80",NON,3806,38,84,489,6ème circonscription,1,84,38
38007,1,AUGUSTE,Benoît,M.,RN,Rassemblement National,30623,"45,67","31,56",NON,3807,38,84,490,7ème circonscription,1,84,38
38007,5,NEUDER,Yannick,M.,LR,Les Républicains,36434,"54,33","37,55",OUI,3807,38,84,490,7ème circonscription,1,84,38
38008,3,MICHEL,Cécile,Mme,UG,Union de la gauche,24601,"45,90","29,69",NON,3808,38,84,491,8ème circonscription,1,84,38
38008,4,MANSOURI,Hanane,Mme,UXD,Union de l'extrême droite,28995,"54,10","34,99",OUI,3808,38,84,491,8ème circonscription,1,84,38
38009,1,BENE,Cécile,Mme,RN,Rassemblement National,29973,"47,37","29,58",NON,3809,38,84,492,9ème circonscription,1,84,38
38009,8,NOSBÉ,Sandrine,Mme,UG,Union de la gauche,33299,"52,63","32,86",OUI,3809,38,84,492,9ème circonscription,1,84,38
38010,1,RICHOL,Joëlle,Mme,UG,Union de la gauche,26904,"44,60","27,06",NON,3810,38,84,493,10ème circonscription,1,84,38
38010,5,PEREZ,Thierry,M.,RN,Rassemblement National,33413,"55,40","33,61",OUI,3810,38,84,493,10ème circonscription,1,84,38
42001,4,SIMON,Marie,Mme,RN,Rassemblement National,15762,"39,61","24,63",NON,4201,42,84,494,1ère circonscription,1,84,42
