NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,NbVoix,RapportExprimes,RapportInscrits,Elu,CodCirc,CodDept,CodeReg,LibCirElec,NbSap,CodReg,CodDpt,CodCirc2
15,BOTEVA-MALO,Tatiana,Mme,ECO,Ecologistes,949,"2,26","0,91",NON,ZZ11,ZZ,00,11ème circonscription,1,00,ZZ,ZZ011
1,DIAKOK,Danielle,Mme,EXG,Extrême gauche,336,"1,43","0,44",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
2,ROYER,Tarius,M.,RN,Rassemblement National,2252,"9,61","2,97",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
3,MAQUIABA,Laurence,Mme,REG,Régionaliste,1583,"6,76","2,09",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
4,SERVA,Olivier,M.,DVG,Divers gauche,12042,"51,40","15,90",QUALIF T2,97101,971,01,1ère circonscription,1,01,971,ZA001
5,FARO,Rudy Fiacre,M.,LR,Les Républicains,197,"0,84","0,26",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
6,NABAJOTH,Alix,M.,DVG,Divers gauche,1102,"4,70","1,45",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
7,LERUS,Chantal,Mme,DVG,Divers gauche,2965,"12,65","3,91",QUALIF T2,97101,971,01,1ère circonscription,1,01,971,ZA001
8,REBUS,Tony,M.,DIV,Divers,104,"0,44","0,14",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
9,MBALA MBALA,Dieudonné,M.,DIV,Divers,241,"1,03","0,32",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
10,MARTOL,Marvyn,M.,SOC,Parti socialiste,2531,"10,80","3,34",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
11,ARMANTRADING,Rosemary,Mme,REC,Reconquête !,77,"0,33","0,10",NON,97101,971,01,1ère circonscription,1,01,971,ZA001
1,SYLVESTRE,Priscilla,Mme,DIV,Divers,1895,"7,18","2,14",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
2,SALIM,Steve,M.,DIV,Divers,1685,"6,39","1,90",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
3,TOLA,Michel,M.,DVG,Divers gauche,1551,"5,88","1,75",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
4,AYASSAMI,José,M.,DIV,Divers,324,"1,23","0,37",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
5,TOLASSY,Ludovic,M.,REG,Régionaliste,1761,"6,68","1,99",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
6,BAPTISTE,Christian,M.,DVG,Divers gauche,10903,"41,33","12,29",QUALIF T2,97102,971,01,2ème circonscription,1,01,971,ZA002
7,CHATELOT,Roseline,Mme,DIV,Divers,182,"0,69","0,21",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
8,GALAS,Patrick Marcellin,M.,DVC,Divers centre,698,"2,65","0,79",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
9,POMMIER,Paméla,Mme,DIV,Divers,173,"0,66","0,20",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
10,ALDO,Blaise,M.,DVD,Divers droite,2291,"8,68","2,58",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
11,MOLIA,Raymond,M.,DIV,Divers,126,"0,48","0,14",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
12,AYASSAMY,Moïse,M.,DVG,Divers gauche,2,"0,01","0,00",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
13,CIREDERF-ROUYAR,Steeve,M.,UG,Union de la gauche,226,"0,86","0,25",NON,97102,971,01,2ème circonscription,1,01,971,ZA002
14,PETIT,Laurent,M.,RN,Rassemblement National,4563,"17,30","5,14",QUALIF T2,97102,971,01,2ème circonscription,1,01,971,ZA002
1,PIGNAC,Christèle,Mme,REC,Reconquête !,191,"0,65","0,22",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
2,MATHIASIN,Max,M.,DVG,Divers gauche,10672,"36,21","12,44",QUALIF T2,97103,971,01,3ème circonscription,1,01,971,ZA003
3,DESHAYES,Fred,M.,DVG,Divers gauche,3381,"11,47","3,94",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
4,ABDOUL-MANINROUDINE,Bernard,M.,DIV,Divers,271,"0,92","0,32",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
5,PETITFOND,Christopher,M.,DVC,Divers centre,601,"2,04","0,70",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
6,LALANNE,Francis,M.,DIV,Divers,173,"0,59","0,20",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
7,ESDRAS,Sidjie,Mme,EXG,Extrême gauche,545,"1,85","0,64",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
8,CORIOLAN,Eric,M.,REG,Régionaliste,1644,"5,58","1,92",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
10,TOLASSY,Rody,M.,RN,Rassemblement National,7635,"25,90","8,90",QUALIF T2,97103,971,01,3ème circonscription,1,01,971,ZA003
11,CITADELLE,Nicolas,M.,SOC,Parti socialiste,4361,"14,80","5,08",NON,97103,971,01,3ème circonscription,1,01,971,ZA003
1,CALIFER,Elie,M.,SOC,Parti socialiste,12617,"57,90","18,36",QUALIF T2,97104,971,01,4ème circonscription,1,01,971,ZA004
2,PLANTIER,Paola,Mme,REC,Reconquête !,221,"1,01","0,32",NON,97104,971,01,4ème circonscription,1,01,971,ZA004
3,MONTHOUËL,Lydie Marie,Mme,RN,Rassemblement National,2570,"11,79","3,74",NON,97104,971,01,4ème circonscription,1,01,971,ZA004
4,NOMERTIN,Jean-Marie,M.,EXG,Extrême gauche,1396,"6,41","2,03",NON,97104,971,01,4ème circonscription,1,01,971,ZA004
5,BOUCHER,Claudia,Mme,DIV,Divers,225,"1,03","0,33",NON,97104,971,01,4ème circonscription,1,01,971,ZA004
6,LINON,Jennifer,Mme,DVC,Divers centre,4763,"21,86","6,93",QUALIF T2,97104,971,01,4ème circonscription,1,01,971,ZA004
1,LAGIER,Alain-Claude,M.,DVG,Divers gauche,2690,"11,62","3,35",NON,97201,972,02,1ère circonscription,1,02,972,ZB001
2,EDMOND-MARIETTE,Philippe,M.,REG,Régionaliste,3106,"13,42","3,87",QUALIF T2,97201,972,02,1ère circonscription,1,02,972,ZB001
3,JEAN-MARIE,Gabriel,M.,EXG,Extrême gauche,665,"2,87","0,83",NON,97201,972,02,1ère circonscription,1,02,972,ZB001
4,CRAMPON,Cédric,M.,RN,Rassemblement National,2312,"9,99","2,88",NON,97201,972,02,1ère circonscription,1,02,972,ZB001
5,FIARI,Fabrice,M.,DIV,Divers,100,"0,43","0,12",NON,97201,972,02,1ère circonscription,1,02,972,ZB001
6,HOCHE,Sylvain,M.,DVD,Divers droite,584,"2,52","0,73",NON,97201,972,02,1ère circonscription,1,02,972,ZB001
7,MIEVILLY,Yann,M.,ECO,Ecologistes,599,"2,59","0,75",NON,97201,972,02,1ère circonscription,1,02,972,ZB001
8,WILLIAM,Jiovanny,M.,REG,Régionaliste,13095,"56,56","16,30",QUALIF T2,97201,972,02,1ère circonscription,1,02,972,ZB001
1,REMIR,Juvénal,M.,RN,Rassemblement National,2614,"10,51","3,28",NON,97202,972,02,2ème circonscription,1,02,972,ZB002
2,RAPHA,Christian,M.,DVD,Divers droite,1888,"7,59","2,37",NON,97202,972,02,2ème circonscription,1,02,972,ZB002
3,VENTADOUR,Alexandre,M.,DVG,Divers gauche,1626,"6,54","2,04",NON,97202,972,02,2ème circonscription,1,02,972,ZB002
4,NADEAU,Marcellin,M.,REG,Régionaliste,12017,"48,31","15,08",QUALIF T2,97202,972,02,2ème circonscription,1,02,972,ZB002
5,MONPLAISIR,Yan,M.,DVD,Divers droite,6732,"27,06","8,45",QUALIF T2,97202,972,02,2ème circonscription,1,02,972,ZB002
1,DISPAGNE,Frédérique,Mme,DVG,Divers gauche,624,"3,51","1,04",NON,97203,972,02,3ème circonscription,1,02,972,ZB003
2,BELLAY,Beatrice,Mme,SOC,Parti socialiste,4489,"25,26","7,45",QUALIF T2,97203,972,02,3ème circonscription,1,02,972,ZB003
3,HAJJAR,Johnny,M.,DVG,Divers gauche,6626,"37,28","11,00",QUALIF T2,97203,972,02,3ème circonscription,1,02,972,ZB003
4,JOS,Nathalie,Mme,REG,Régionaliste,1010,"5,68","1,68",NON,97203,972,02,3ème circonscription,1,02,972,ZB003
5,GRANIER,Emmanuel,M.,DVD,Divers droite,361,"2,03","0,60",NON,97203,972,02,3ème circonscription,1,02,972,ZB003
6,FERRATY,Max,M.,RN,Rassemblement National,1684,"9,47","2,79",NON,97203,972,02,3ème circonscription,1,02,972,ZB003
7,SULIO,Mélanie,Mme,EXG,Extrême gauche,363,"2,04","0,60",NON,97203,972,02,3ème circonscription,1,02,972,ZB003
8,CAROLE,Francis,M.,REG,Régionaliste,2617,"14,72","4,34",NON,97203,972,02,3ème circonscription,1,02,972,ZB003
1,GALOT,Yvette,Mme,DVG,Divers gauche,824,"3,38","0,98",NON,97204,972,02,4ème circonscription,1,02,972,ZB004
2,PETIT,Philippe,M.,UDI,Union des Démocrates et Indépendants,2316,"9,50","2,74",NON,97204,972,02,4ème circonscription,1,02,972,ZB004
3,GOUSSARD,Aude,Mme,REG,Régionaliste,1294,"5,31","1,53",NON,97204,972,02,4ème circonscription,1,02,972,ZB004
4,NILOR,Jean-Philippe,M.,REG,Régionaliste,15405,"63,18","18,25",QUALIF T2,97204,972,02,4ème circonscription,1,02,972,ZB004
5,THERESE,Karine,Mme,ECO,Ecologistes,599,"2,46","0,71",NON,97204,972,02,4ème circonscription,1,02,972,ZB004
6,BOUTRIN,Louis,M.,ECO,Ecologistes,1538,"6,31","1,82",NON,97204,972,02,4ème circonscription,1,02,972,ZB004
7,ROY-LARENTRY,Grégory Michel,M.,RN,Rassemblement National,2408,"9,88","2,85",QUALIF T2,97204,972,02,4ème circonscription,1,02,972,ZB004
1,CASTOR,Jean-Victor,M.,REG,Régionaliste,12895,"62,78","21,77",QUALIF T2,97301,973,03,1ère circonscription,1,03,973,ZC001
2,GOUA,Yvane,Mme,REG,Régionaliste,2158,"10,51","3,64",NON,97301,973,03,1ère circonscription,1,03,973,ZC001
3,CHONG SIT,Boris,M.,DVD,Divers droite,3308,"16,10","5,58",QUALIF T2,97301,973,03,1ère circonscription,1,03,973,ZC001
4,TAOUMI,Olivier,M.,RN,Rassemblement National,1916,"9,33","3,23",NON,97301,973,03,1ère circonscription,1,03,973,ZC001
5,MIRAKOFF,Jean-Yves,M.,DVG,Divers gauche,264,"1,29","0,45",NON,97301,973,03,1ère circonscription,1,03,973,ZC001
1,CAUGANT,Sébastien,M.,EXG,Extrême gauche,269,"1,95","0,54",NON,97302,973,03,2ème circonscription,1,03,973,ZC002
2,NEMAN,Aldo,M.,DVG,Divers gauche,594,"4,31","1,20",NON,97302,973,03,2ème circonscription,1,03,973,ZC002
3,CHARLES,Sophie,Mme,DVC,Divers centre,3516,"25,49","7,08",QUALIF T2,97302,973,03,2ème circonscription,1,03,973,ZC002
4,DOLOR,Jean-Philippe,M.,DVC,Divers centre,1110,"8,05","2,24",NON,97302,973,03,2ème circonscription,1,03,973,ZC002
5,RIMANE,Davy,M.,REG,Régionaliste,8307,"60,21","16,73",QUALIF T2,97302,973,03,2ème circonscription,1,03,973,ZC002
1,NAILLET,Philippe,M.,UG,Union de la gauche,19186,"46,25","21,67",QUALIF T2,97401,974,04,1ère circonscription,1,04,974,ZD001
2,LEBON,Gaëlle,Mme,REC,Reconquête !,1693,"4,08","1,91",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
3,MOREL,Jean Jacques,M.,RN,Rassemblement National,11451,"27,60","12,93",QUALIF T2,97401,974,04,1ère circonscription,1,04,974,ZD001
4,PONIN BALLOM,Gino,M.,DVD,Divers droite,699,"1,69","0,79",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
5,MITRA,Nadine,Mme,DIV,Divers,148,"0,36","0,17",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
6,VICTORIA,René-Paul,M.,LR,Les Républicains,5670,"13,67","6,40",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
7,SAWOO,Krisna,M.,DIV,Divers,59,"0,14","0,07",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
8,TECHER,Paul,M.,EXG,Extrême gauche,450,"1,08","0,51",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
9,SAUTRON,Ludovic,M.,ECO,Ecologistes,2126,"5,13","2,40",NON,97401,974,04,1ère circonscription,1,04,974,ZD001
1,BEGUE,Christelle,Mme,RN,Rassemblement National,8513,"21,31","8,37",QUALIF T2,97402,974,04,2ème circonscription,1,04,974,ZD002
2,FALDON,Fabienne,Mme,DIV,Divers,489,"1,22","0,48",NON,97402,974,04,2ème circonscription,1,04,974,ZD002
3,MERA,Alix,M.,DSV,Droite souverainiste,699,"1,75","0,69",NON,97402,974,04,2ème circonscription,1,04,974,ZD002
4,ACTIF,Nelly,Mme,EXG,Extrême gauche,617,"1,54","0,61",NON,97402,974,04,2ème circonscription,1,04,974,ZD002
5,LEBON,Karine,Mme,UG,Union de la gauche,19068,"47,72","18,74",QUALIF T2,97402,974,04,2ème circonscription,1,04,974,ZD002
6,MOUTOUALLAGUIN,Claude,M.,REC,Reconquête !,750,"1,88","0,74",NON,97402,974,04,2ème circonscription,1,04,974,ZD002
7,FONTAINE,Erick,M.,DIV,Divers,6406,"16,03","6,30",NON,97402,974,04,2ème circonscription,1,04,974,ZD002
8,MOREL,Jean-Yves,M.,DVD,Divers droite,3415,"8,55","3,36",NON,97402,974,04,2ème circonscription,1,04,974,ZD002
1,RIVIERE,Joseph,M.,RN,Rassemblement National,13360,"31,56","13,52",QUALIF T2,97403,974,04,3ème circonscription,1,04,974,ZD003
2,HOAREAU,Didier,M.,EXD,Extrême droite,2083,"4,92","2,11",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
3,CHAUSSALET,Alexis,M.,DVG,Divers gauche,10076,"23,80","10,19",QUALIF T2,97403,974,04,3ème circonscription,1,04,974,ZD003
4,THEINE,Jean-Eric,M.,DSV,Droite souverainiste,229,"0,54","0,23",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
5,BENARD,Monique,Mme,DVD,Divers droite,4207,"9,94","4,26",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
6,LEGENTIL,Nicolas,M.,EXG,Extrême gauche,540,"1,28","0,55",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
7,FONTAINE,Antoine,M.,REG,Régionaliste,0,"0,00","0,00",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
8,BASSIRE,Nathalie,Mme,DVD,Divers droite,9718,"22,96","9,83",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
9,VLODY,Jean Jacques,M.,DVG,Divers gauche,2121,"5,01","2,15",NON,97403,974,04,3ème circonscription,1,04,974,ZD003
1,DIJOUX,Martine,Mme,DSV,Droite souverainiste,233,"0,43","0,21",NON,97404,974,04,4ème circonscription,1,04,974,ZD004
2,KBIDI,Emeline,Mme,DVG,Divers gauche,22696,"42,28","20,36",QUALIF T2,97404,974,04,4ème circonscription,1,04,974,ZD004
3,LATCHOUMANIN,Serge,M.,EXG,Extrême gauche,1189,"2,21","1,07",NON,97404,974,04,4ème circonscription,1,04,974,ZD004
4,LORION,David,M.,DVD,Divers droite,13171,"24,54","11,81",NON,97404,974,04,4ème circonscription,1,04,974,ZD004
5,MOULLAN,Imrhane,M.,DVD,Divers droite,1594,"2,97","1,43",NON,97404,974,04,4ème circonscription,1,04,974,ZD004
6,RIVIERE,Jonathan,M.,RN,Rassemblement National,14797,"27,57","13,27",QUALIF T2,97404,974,04,4ème circonscription,1,04,974,ZD004
1,RAMASSAMY,Jean Dominique,M.,DVD,Divers droite,413,"1,19","0,46",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
2,PAYET,Jean Yves,M.,EXG,Extrême gauche,989,"2,84","1,09",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
3,SAUTRON,Dominique,M.,REC,Reconquête !,300,"0,86","0,33",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
4,DUCHEMANE ARAYE,Alexandrine,Mme,DVG,Divers gauche,443,"1,27","0,49",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
5,RATENON,Jean-Hugues,M.,DVG,Divers gauche,11536,"33,18","12,73",QUALIF T2,97405,974,04,5ème circonscription,1,04,974,ZD005
6,LAUP,Jérémy,M.,DIV,Divers,800,"2,30","0,88",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
7,SETTAMA-VIDON,Léopoldine,Mme,DVC,Divers centre,3655,"10,51","4,03",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
8,CHANE-KAYE-BONE,Anne,Mme,DVG,Divers gauche,5757,"16,56","6,35",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
9,DORO,Joan,M.,RN,Rassemblement National,10456,"30,07","11,54",QUALIF T2,97405,974,04,5ème circonscription,1,04,974,ZD005
10,LIMBE,Jean Paul,M.,DIV,Divers,132,"0,38","0,15",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
11,PICARD,Lydia,Mme,DIV,Divers,287,"0,83","0,32",NON,97405,974,04,5ème circonscription,1,04,974,ZD005
1,RAMASSAMY,Nadia,Mme,ENS,Ensemble ! (Majorité présidentielle),3667,"10,09","4,33",NON,97406,974,04,6ème circonscription,1,04,974,ZD006
2,LAÏ-KANE-CHEONG,Alexandre,M.,DVG,Divers gauche,9083,"24,99","10,72",NON,97406,974,04,6ème circonscription,1,04,974,ZD006
3,MAILLOT,Frédéric,M.,DVG,Divers gauche,10818,"29,76","12,76",QUALIF T2,97406,974,04,6ème circonscription,1,04,974,ZD006
4,LECHAT,Mario,M.,DVD,Divers droite,1688,"4,64","1,99",NON,97406,974,04,6ème circonscription,1,04,974,ZD006
5,ADEKALOM,Johny,M.,DVC,Divers centre,581,"1,60","0,69",NON,97406,974,04,6ème circonscription,1,04,974,ZD006
6,POUNIA,Marie Christine,Mme,REC,Reconquête !,250,"0,69","0,29",NON,97406,974,04,6ème circonscription,1,04,974,ZD006
7,LEGROS,Valérie,Mme,RN,Rassemblement National,9790,"26,93","11,55",QUALIF T2,97406,974,04,6ème circonscription,1,04,974,ZD006
8,LOMBARD,Didier,M.,EXG,Extrême gauche,475,"1,31","0,56",NON,97406,974,04,6ème circonscription,1,04,974,ZD006
1,JUHOOR,Karim,M.,DVG,Divers gauche,2854,"5,68","2,36",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
2,TRONC,Isaline,Mme,DVG,Divers gauche,2651,"5,27","2,19",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
3,ROBERT,Thierry,M.,DVC,Divers centre,11083,"22,05","9,15",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
4,PAYET,Jean-Luc,M.,EXG,Extrême gauche,724,"1,44","0,60",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
5,MOUKINE,Sandrine,Mme,DSV,Droite souverainiste,461,"0,92","0,38",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
6,DE BOISVILLIERS,Nathalie,Mme,REC,Reconquête !,551,"1,10","0,45",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
7,CATHERINE,Richelain,M.,DIV,Divers,479,"0,95","0,40",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
8,HAMILCARO,Cyrille,M.,DVD,Divers droite,3754,"7,47","3,10",NON,97407,974,04,7ème circonscription,1,04,974,ZD007
9,GAILLARD,Perceval,M.,UG,Union de la gauche,14851,"29,55","12,26",QUALIF T2,97407,974,04,7ème circonscription,1,04,974,ZD007
10,POUDROUX,Jean-Luc,M.,RN,Rassemblement National,12853,"25,57","10,61",QUALIF T2,97407,974,04,7ème circonscription,1,04,974,ZD007
1,SAIFY,Mikhaël,M.,EXG,Extrême gauche,684,"3,99","1,50",NON,97601,976,06,1ère circonscription,1,06,976,ZM001
2,YOUSSOUFFA,Estelle,Mme,DVD,Divers droite,13640,"79,48","29,87",OUI,97601,976,06,1ère circonscription,1,06,976,ZM001
3,SAID,Kambi Said,M.,DVD,Divers droite,2513,"14,64","5,50",NON,97601,976,06,1ère circonscription,1,06,976,ZM001
4,MAILLARD,Aurélia,Mme,REC,Reconquête !,325,"1,89","0,71",NON,97601,976,06,1ère circonscription,1,06,976,ZM001
1,MORENO,Manon,Mme,REC,Reconquête !,164,"0,73","0,31",NON,97602,976,06,2ème circonscription,1,06,976,ZM002
2,ADACOLO,Kira Bacar,M.,DVG,Divers gauche,552,"2,46","1,05",NON,97602,976,06,2ème circonscription,1,06,976,ZM002
3,SAÏD-SOUFFOU,Soula,M.,DVC,Divers centre,3560,"15,90","6,79",NON,97602,976,06,2ème circonscription,1,06,976,ZM002
4,SALIME,Ahumad,M.,DIV,Divers,122,"0,54","0,23",NON,97602,976,06,2ème circonscription,1,06,976,ZM002
5,KAMARDINE,Mansour,M.,LR,Les Républicains,6226,"27,80","11,87",QUALIF T2,97602,976,06,2ème circonscription,1,06,976,ZM002
6,MADI MARI,Madi-Boinamani,M.,DVC,Divers centre,3470,"15,49","6,62",NON,97602,976,06,2ème circonscription,1,06,976,ZM002
7,HENRY,Daniel Martial,M.,DVD,Divers droite,369,"1,65","0,70",NON,97602,976,06,2ème circonscription,1,06,976,ZM002
8,BAMANA,Anchya,Mme,RN,Rassemblement National,7933,"35,42","15,13",QUALIF T2,97602,976,06,2ème circonscription,1,06,976,ZM002
1,KEMPF,Raphaël,M.,UG,Union de la gauche,20138,"32,09","23,89",QUALIF T2,7501,75,11,1ère circonscription,1,11,75,75001
2,GAUTREAU,Aurélien,M.,EXG,Extrême gauche,0,"0,00","0,00",NON,7501,75,11,1ère circonscription,1,11,75,75001
3,PINEAU,Alban Ludovic Bertrand,M.,DVC,Divers centre,598,"0,95","0,71",NON,7501,75,11,1ère circonscription,1,11,75,75001
4,CHIABERTO,Marine,Mme,REC,Reconquête !,991,"1,58","1,18",NON,7501,75,11,1ère circonscription,1,11,75,75001
5,BOULINIER,Laurence,Mme,EXG,Extrême gauche,231,"0,37","0,27",NON,7501,75,11,1ère circonscription,1,11,75,75001
6,MAILLARD,Sylvain,M.,ENS,Ensemble ! (Majorité présidentielle),28048,"44,70","33,27",QUALIF T2,7501,75,11,1ère circonscription,1,11,75,75001
7,CONTENSOU,Mathilde,Mme,REG,Régionaliste,89,"0,14","0,11",NON,7501,75,11,1ère circonscription,1,11,75,75001
8,SAILLIET,Laurence,Mme,LR,Les Républicains,3469,"5,53","4,11",NON,7501,75,11,1ère circonscription,1,11,75,75001
9,MAURIN,Pierre,M.,DVD,Divers droite,2883,"4,59","3,42",NON,7501,75,11,1ère circonscription,1,11,75,75001
10,VOIRIN,Delphine,Mme,RN,Rassemblement National,6303,"10,04","7,48",NON,7501,75,11,1ère circonscription,1,11,75,75001
11,METZKER,Axel,M.,DIV,Divers,3,"0,00","0,00",NON,7501,75,11,1ère circonscription,1,11,75,75001
1,JOLIVEAU,Charline,Mme,EXG,Extrême gauche,168,"0,30","0,23",NON,7502,75,11,2ème circonscription,1,11,75,75002
2,DE WITTE,Melody,Mme,RN,Rassemblement National,6206,"11,00","8,32",NON,7502,75,11,2ème circonscription,1,11,75,75002
3,SACASA,Clara,Mme,EXG,Extrême gauche,0,"0,00","0,00",NON,7502,75,11,2ème circonscription,1,11,75,75002
4,HERZOG DE COSSÉ BRISSAC,Félicité,Mme,DVD,Divers droite,3792,"6,72","5,08",NON,7502,75,11,2ème circonscription,1,11,75,75002
5,LE GENDRE,Gilles,M.,DVC,Divers centre,11071,"19,62","14,84",QUALIF T2,7502,75,11,2ème circonscription,1,11,75,75002
6,EVANGELISTA,Ornella,Mme,REC,Reconquête !,778,"1,38","1,04",NON,7502,75,11,2ème circonscription,1,11,75,75002
7,LAUSSUCQ,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),13325,"23,62","17,87",QUALIF T2,7502,75,11,2ème circonscription,1,11,75,75002
8,LORANS,Cécile Marie,Mme,ECO,Ecologistes,512,"0,91","0,69",NON,7502,75,11,2ème circonscription,1,11,75,75002
9,MARSILY,Romain,M.,DVD,Divers droite,1229,"2,18","1,65",NON,7502,75,11,2ème circonscription,1,11,75,75002
10,MAURIANGE,Frédéric,M.,DVC,Divers centre,430,"0,76","0,58",NON,7502,75,11,2ème circonscription,1,11,75,75002
11,MAGNE,Elise,Mme,DVG,Divers gauche,60,"0,11","0,08",NON,7502,75,11,2ème circonscription,1,11,75,75002
12,ROSSET,Marine,Mme,UG,Union de la gauche,18845,"33,40","25,27",QUALIF T2,7502,75,11,2ème circonscription,1,11,75,75002
1,GUERINI,Stanislas,M.,ENS,Ensemble ! (Majorité présidentielle),18001,"33,99","24,60",QUALIF T2,7503,75,11,3ème circonscription,1,11,75,75003
2,BALAGE EL MARIKY,Léa,Mme,UG,Union de la gauche,24441,"46,15","33,40",QUALIF T2,7503,75,11,3ème circonscription,1,11,75,75003
3,FERNANDES,Grégory,M.,EXG,Extrême gauche,151,"0,29","0,21",NON,7503,75,11,3ème circonscription,1,11,75,75003
4,CITROEN,Côme,M.,ECO,Ecologistes,433,"0,82","0,59",NON,7503,75,11,3ème circonscription,1,11,75,75003
5,PODOLSKAIA,Olga,Mme,RN,Rassemblement National,4709,"8,89","6,43",NON,7503,75,11,3ème circonscription,1,11,75,75003
6,GASARIAN,Irène,Mme,EXG,Extrême gauche,0,"0,00","0,00",NON,7503,75,11,3ème circonscription,1,11,75,75003
7,SEMAT,Laurent,M.,DVG,Divers gauche,92,"0,17","0,13",NON,7503,75,11,3ème circonscription,1,11,75,75003
8,HATTE,Paul,M.,LR,Les Républicains,4118,"7,78","5,63",NON,7503,75,11,3ème circonscription,1,11,75,75003
9,BURTAIRE,Laurent,M.,EXG,Extrême gauche,232,"0,44","0,32",NON,7503,75,11,3ème circonscription,1,11,75,75003
10,LAPORTE,Quentin,M.,DVC,Divers centre,116,"0,22","0,16",NON,7503,75,11,3ème circonscription,1,11,75,75003
11,ALQUIER,Thierry,M.,DVD,Divers droite,81,"0,15","0,11",NON,7503,75,11,3ème circonscription,1,11,75,75003
12,BAÏLICHE,Warda,Mme,DVC,Divers centre,102,"0,19","0,14",NON,7503,75,11,3ème circonscription,1,11,75,75003
13,COURTOIS,Marie,Mme,REC,Reconquête !,486,"0,92","0,66",NON,7503,75,11,3ème circonscription,1,11,75,75003
1,PANOSYAN-BOUVET,Astrid,Mme,ENS,Ensemble ! (Majorité présidentielle),19677,"37,19","26,88",QUALIF T2,7504,75,11,4ème circonscription,1,11,75,75004
2,DASSIER,Arnaud,M.,UXD,Union de l'extrême droite,8227,"15,55","11,24",NON,7504,75,11,4ème circonscription,1,11,75,75004
3,FOUDRINIER,Théa,Mme,UG,Union de la gauche,9474,"17,91","12,94",QUALIF T2,7504,75,11,4ème circonscription,1,11,75,75004
4,BRITEL,Karim,M.,DIV,Divers,99,"0,19","0,14",NON,7504,75,11,4ème circonscription,1,11,75,75004
5,MAHIEU,Emile,M.,EXG,Extrême gauche,0,"0,00","0,00",NON,7504,75,11,4ème circonscription,1,11,75,75004
6,LEVENARD,Pierre,M.,EXG,Extrême gauche,105,"0,20","0,14",NON,7504,75,11,4ème circonscription,1,11,75,75004
7,COURTOIS,Olivier,M.,REC,Reconquête !,1135,"2,15","1,55",NON,7504,75,11,4ème circonscription,1,11,75,75004
8,CARDON,Guillaume,M.,DIV,Divers,56,"0,11","0,08",NON,7504,75,11,4ème circonscription,1,11,75,75004
9,LAURON,Laetitia,Mme,DVG,Divers gauche,84,"0,16","0,11",NON,7504,75,11,4ème circonscription,1,11,75,75004
