NumPanneauCand,NomPsn,PrenomPsn,CivilitePsn,CodNuaCand,LibNuaCand,CodCirc,CodDept,CodeReg,CodCirc2
4,HOLLANDE,François,M.,UG,Union de la gauche,1901,19,75,19001
5,POUGET,Maïtey,Mme,RN,Rassemblement National,1901,19,75,19001
1,ELOPHE,Valéry,M.,RN,Rassemblement National,1902,19,75,19002
3,MEUNIER,Frédérique,Mme,LR,Les Républicains,1902,19,75,19002
3,SIMONET,Valérie,Mme,DVD,Divers droite,2301,23,75,23001
5,LENOIR,Bartolomé,M.,UXD,Union de l'extrême droite,2301,23,75,23001
6,COUTURIER,Catherine,Mme,UG,Union de la gauche,2301,23,75,23001
1,MARTIN,Pascale,Mme,UG,Union de la gauche,2401,24,75,24001
4,LECHON,Nadine,Mme,RN,Rassemblement National,2401,24,75,24001
4,CATHUS,Christophe,M.,UG,Union de la gauche,2402,24,75,24002
5,MULLER,Serge,M.,RN,Rassemblement National,2402,24,75,24002
2,DRUILLOLE,Christelle,Mme,UG,Union de la gauche,2403,24,75,24003
3,JOUBERT,Florence,Mme,RN,Rassemblement National,2403,24,75,24003
3,PEYTAVIE,Sébastien,M.,UG,Union de la gauche,2404,24,75,24004
7,MARCHAUDON,Dominique-Louise,Mme,RN,Rassemblement National,2404,24,75,24004
1,CAZENAVE,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),3301,33,75,33001
4,PALUTEAU,Bruno,M.,RN,Rassemblement National,3301,33,75,33001
5,PAPIN,Céline,Mme,UG,Union de la gauche,3301,33,75,33001
4,THIERRY,Nicolas,M.,UG,Union de la gauche,3302,33,75,33002
6,JURAMY,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),3302,33,75,33002
3,ARY,Ariane,Mme,ENS,Ensemble ! (Majorité présidentielle),3303,33,75,33003
5,BASTERES,Maryvonne,Mme,RN,Rassemblement National,3303,33,75,33003
9,PRUD'HOMME,Loïc,M.,UG,Union de la gauche,3303,33,75,33003
3,DAVID,Alain,M.,UG,Union de la gauche,3304,33,75,33004
4,RECHAGNEUX,Julie,Mme,RN,Rassemblement National,3304,33,75,33004
1,DE FOURNAS,Grégoire,M.,RN,Rassemblement National,3305,33,75,33005
5,GOT,Pascale,Mme,UG,Union de la gauche,3305,33,75,33005
2,BOURLIEUX,Jimmy,M.,RN,Rassemblement National,3306,33,75,33006
5,POULLIAT,Eric,M.,ENS,Ensemble ! (Majorité présidentielle),3306,33,75,33006
7,RECALDE,Marie,Mme,UG,Union de la gauche,3306,33,75,33006
1,NAVEYS--DUMAS,Clémence,Mme,RN,Rassemblement National,3307,33,75,33007
3,SAINT-PASTEUR,Sébastien,M.,UG,Union de la gauche,3307,33,75,33007
4,COUILLARD,Bérangère,Mme,ENS,Ensemble ! (Majorité présidentielle),3307,33,75,33007
5,LAMARA,Laurent,M.,RN,Rassemblement National,3308,33,75,33008
6,PANONACLE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),3308,33,75,33008
1,METTE,Sophie,Mme,ENS,Ensemble ! (Majorité présidentielle),3309,33,75,33009
5,MARQUES,François-Xavier,M.,RN,Rassemblement National,3309,33,75,33009
2,BOUDIÉ,Florent,M.,ENS,Ensemble ! (Majorité présidentielle),3310,33,75,33010
4,CHADOURNE,Sandrine,Mme,RN,Rassemblement National,3310,33,75,33010
3,FELD,Mathilde,Mme,UG,Union de la gauche,3312,33,75,33012
4,BERTHONNEAU,Rémy,M.,RN,Rassemblement National,3312,33,75,33012
3,FOSSEY,Véronique,Mme,RN,Rassemblement National,4001,40,75,40001
4,DARRIEUSSECQ,Geneviève,Mme,ENS,Ensemble ! (Majorité présidentielle),4001,40,75,40001
1,BIESBROUCK,Ludovic,M.,RN,Rassemblement National,4002,40,75,40002
5,CAUSSE,Lionel,M.,ENS,Ensemble ! (Majorité présidentielle),4002,40,75,40002
2,FRANCESCHINI,Sylvie,Mme,RN,Rassemblement National,4003,40,75,40003
3,VALLAUD,Boris,M.,UG,Union de la gauche,4003,40,75,40003
4,DELBOSQ,Sébastien,M.,RN,Rassemblement National,4701,47,75,47001
5,LAUZZANA,Michel,M.,ENS,Ensemble ! (Majorité présidentielle),4701,47,75,47001
1,COURREGELONGUE,Christophe,M.,UG,Union de la gauche,4702,47,75,47002
3,LAPORTE,Hélène,Mme,RN,Rassemblement National,4702,47,75,47002
1,COUSIN,Annick,Mme,RN,Rassemblement National,4703,47,75,47003
2,LEPERS,Guillaume,M.,DVD,Divers droite,4703,47,75,47003
3,POUEYTO,Josy,Mme,ENS,Ensemble ! (Majorité présidentielle),6401,64,75,64001
7,VERRIERE,François,M.,RN,Rassemblement National,6401,64,75,64001
5,MATTEÏ,Jean-Paul,M.,ENS,Ensemble ! (Majorité présidentielle),6402,64,75,64002
6,BECKER,Monique,Mme,RN,Rassemblement National,6402,64,75,64002
2,CRESSON,Nicolas,M.,RN,Rassemblement National,6403,64,75,64003
5,HABIB,David,M.,DVG,Divers gauche,6403,64,75,64003
2,ECHANIZ,Iñaki,M.,UG,Union de la gauche,6404,64,75,64004
3,LASSALLE,Jean,M.,DVD,Divers droite,6404,64,75,64004
4,LOPEZ,Sylviane,Mme,RN,Rassemblement National,6404,64,75,64004
5,CAPDEVIELLE,Colette,Mme,UG,Union de la gauche,6405,64,75,64005
9,ROSSO,Serge,M.,RN,Rassemblement National,6405,64,75,64005
2,DUFAU,Peio,M.,UG,Union de la gauche,6406,64,75,64006
3,LASTÉCOUÈRES,Victor,M.,UXD,Union de l'extrême droite,6406,64,75,64006
9,DEVÈZE,Christian,M.,ENS,Ensemble ! (Majorité présidentielle),6406,64,75,64006
1,LANZI,Nathalie,Mme,UG,Union de la gauche,7901,79,75,79001
5,CHAMPEAU,Dorothée,Mme,RN,Rassemblement National,7901,79,75,79001
6,MARCHIVE,Bastien,M.,DVC,Divers centre,7901,79,75,79001
1,BATHO,Delphine,Mme,ECO,Ecologistes,7902,79,75,79002
4,GARAULT,Mélody,Mme,RN,Rassemblement National,7902,79,75,79002
3,FIÉVET,Jean-Marie,M.,ENS,Ensemble ! (Majorité présidentielle),7903,79,75,79003
4,ROBIN,Philippe,M.,UXD,Union de l'extrême droite,7903,79,75,79003
1,DARLES,Emmanuelle,Mme,RN,Rassemblement National,8601,86,75,86001
3,SAINT-PÉ,Séverine,Mme,HOR,Horizons,8601,86,75,86001
5,BELLUCO,Lisa,Mme,UG,Union de la gauche,8601,86,75,86001
1,CHEVALLIER,Estelle,Mme,RN,Rassemblement National,8602,86,75,86002
4,SOUMAILLE,Valérie,Mme,UG,Union de la gauche,8602,86,75,86002
6,HOULIÉ,Sacha,M.,ENS,Ensemble ! (Majorité présidentielle),8602,86,75,86002
1,LECAMP,Pascal,M.,ENS,Ensemble ! (Majorité présidentielle),8603,86,75,86003
4,SOULAT,Eric,M.,RN,Rassemblement National,8603,86,75,86003
5,TURQUOIS,Nicolas,M.,ENS,Ensemble ! (Majorité présidentielle),8604,86,75,86004
6,JACQUEMIN,Hager,Mme,RN,Rassemblement National,8604,86,75,86004
2,MAUDET,Damien,M.,UG,Union de la gauche,8701,87,75,87001
3,NEGRIER,Isabelle,Mme,ENS,Ensemble ! (Majorité présidentielle),8701,87,75,87001
4,DOS SANTOS DE OLIVEIRA,Camille,Mme,RN,Rassemblement National,8701,87,75,87001
1,DELAUTRETTE,Stéphane,M.,UG,Union de la gauche,8702,87,75,87002
3,MINGUET,Sabrina,Mme,RN,Rassemblement National,8702,87,75,87002
1,FREYCHET,Albin,M.,RN,Rassemblement National,8703,87,75,87003
3,TOULZA,Gilles,M.,DVC,Divers centre,8703,87,75,87003
4,MEUNIER,Manon,Mme,UG,Union de la gauche,8703,87,75,87003
4,ALOZY,Michèle,Mme,RN,Rassemblement National,0902,09,76,09002
5,PANIFOUS,Laurent,M.,UG,Union de la gauche,0902,09,76,09002
8,BARTHÈS,Christophe,M.,RN,Rassemblement National,1101,11,76,11001
9,POUTOU,Philippe,M.,UG,Union de la gauche,1101,11,76,11001
5,FALCON,Frédéric,M.,RN,Rassemblement National,1102,11,76,11002
8,THIVENT,Viviane,Mme,UG,Union de la gauche,1102,11,76,11002
3,ANDRIEU,Philippe,M.,UG,Union de la gauche,1103,11,76,11003
5,RANCOULE,Julien,M.,RN,Rassemblement National,1103,11,76,11003
2,MAZARS,Stéphane,M.,ENS,Ensemble ! (Majorité présidentielle),1201,12,76,12001
5,CHARTIER,Jean-Philippe,M.,RN,Rassemblement National,1201,12,76,12001
1,PAROLIN,Marie-Christine,Mme,RN,Rassemblement National,1202,12,76,12002
2,ALEXANDRE,Laurent,M.,UG,Union de la gauche,1202,12,76,12002
2,ROUSSET,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),1203,12,76,12003
5,FEVRE,Pierre-Antoine,M.,UXD,Union de l'extrême droite,1203,12,76,12003
4,MENARD,Charles,M.,UG,Union de la gauche,3001,30,76,30001
5,GILLET,Yoann,M.,RN,Rassemblement National,3001,30,76,30001
5,BORDES,Pascale,Mme,RN,Rassemblement National,3003,30,76,30003
7,OROMI,Sabine,Mme,UG,Union de la gauche,3003,30,76,30003
2,BORD,Arnaud,M.,UG,Union de la gauche,3004,30,76,30004
5,MEURIN,Pierre,M.,RN,Rassemblement National,3004,30,76,30004
3,ALLEGRET-PILOT,Alexandre,M.,UXD,Union de l'extrême droite,3005,30,76,30005
4,SALA,Michel,M.,UG,Union de la gauche,3005,30,76,30005
5,CADÈNE,Nicolas,M.,UG,Union de la gauche,3006,30,76,30006
6,JOSSERAND,Sylvie,Mme,RN,Rassemblement National,3006,30,76,30006
2,CLOUET,Hadrien,M.,UG,Union de la gauche,3101,31,76,31001
3,HOBET,Elodie,Mme,ENS,Ensemble ! (Majorité présidentielle),3101,31,76,31001
4,CHAMBELIN,Lola,Mme,RN,Rassemblement National,3101,31,76,31001
2,STAMBACH-TERRENOIR,Anne,Mme,UG,Union de la gauche,3102,31,76,31002
3,KHALIFA,Frank,M.,RN,Rassemblement National,3102,31,76,31002
7,LAGLEIZE,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),3102,31,76,31002
1,ALARCON,Stéphanie,Mme,RN,Rassemblement National,3103,31,76,31003
6,VIGNON,Corinne,Mme,ENS,Ensemble ! (Majorité présidentielle),3103,31,76,31003
10,ROBY,Agathe,Mme,UG,Union de la gauche,3103,31,76,31003
3,PORTARRIEU,Jean-François,M.,ENS,Ensemble ! (Majorité présidentielle),3105,31,76,31005
5,LEONARDELLI,Julien,M.,RN,Rassemblement National,3105,31,76,31005
4,SIMION,Arnaud,M.,UG,Union de la gauche,3106,31,76,31006
5,DEMANGE-FIERLEJ,Nadine,Mme,RN,Rassemblement National,3106,31,76,31006
3,BEX,Christophe,M.,UG,Union de la gauche,3107,31,76,31007
4,INARD,Gaëtan,M.,UXD,Union de l'extrême droite,3107,31,76,31007
2,DELCHARD,Loïc,M.,RN,Rassemblement National,3108,31,76,31008
5,AVIRAGNET,Joël,M.,UG,Union de la gauche,3108,31,76,31008
3,DELRIEU,Florian,M.,ENS,Ensemble ! (Majorité présidentielle),3109,31,76,31009
4,ARRIGHI,Christine,Mme,UG,Union de la gauche,3109,31,76,31009
5,BEOUT,Caroline,Mme,RN,Rassemblement National,3109,31,76,31009
2,FALGAS-COLOMINA,Caroline,Mme,RN,Rassemblement National,3110,31,76,31010
8,OBERTI,Jacques,M.,UG,Union de la gauche,3110,31,76,31010
1,CAZENEUVE,Jean-René,M.,ENS,Ensemble ! (Majorité présidentielle),3201,32,76,32001
6,YELMA,Jean-Luc,M.,RN,Rassemblement National,3201,32,76,32001
1,CENDRÉ,Alice,Mme,RN,Rassemblement National,3202,32,76,32002
3,TAUPIAC,David,M.,DVG,Divers gauche,3202,32,76,32002
1,OLIVA,Josyan,M.,UXD,Union de l'extrême droite,3401,34,76,34001
3,ROUMEGAS,Jean-Louis,M.,UG,Union de la gauche,3401,34,76,34001
2,DOMBRE-COSTE,Fanny,Mme,UG,Union de la gauche,3403,34,76,34003
6,TROISE,Lauriane,Mme,RN,Rassemblement National,3403,34,76,34003
1,BOUQUIN,Manon,Mme,RN,Rassemblement National,3404,34,76,34004
5,ROME,Sébastien,M.,UG,Union de la gauche,3404,34,76,34004
5,GALZY,Stéphanie,Mme,RN,Rassemblement National,3405,34,76,34005
6,MANENC,Aurélien,M.,UG,Union de la gauche,3405,34,76,34005
3,MÉNARD,Emmanuelle,Mme,DVD,Divers droite,3406,34,76,34006
4,GABARRON,Julien,M.,RN,Rassemblement National,3406,34,76,34006
5,CROZIER,Magali,Mme,UG,Union de la gauche,3406,34,76,34006
2,CARRIERE,Sylvain,M.,UG,Union de la gauche,3408,34,76,34008
4,DELAPIERRE,Cédric,M.,RN,Rassemblement National,3408,34,76,34008
7,BELAOUNI,Nadia,Mme,UG,Union de la gauche,3409,34,76,34009
9,ALLONCLE,Charles,M.,UXD,Union de l'extrême droite,3409,34,76,34009
2,PRADIÉ,Aurélien,M.,LR,Les Républicains,4601,46,76,46001
4,BOUGEARD,Elsa,Mme,UG,Union de la gauche,4601,46,76,46001
5,MIHAYLOVA,Slavka,Mme,RN,Rassemblement National,4601,46,76,46001
1,TIEGNA,Huguette,Mme,ENS,Ensemble ! (Majorité présidentielle),4602,46,76,46002
2,PROENÇA,Christophe,M.,UG,Union de la gauche,4602,46,76,46002
5,BLANCHET,Gérard Raymond,M.,RN,Rassemblement National,4602,46,76,46002
1,GOUSSEAU,Luc-Etienne,M.,RN,Rassemblement National,4801,48,76,48001
3,MOREL A L'HUISSIER,Pierre,M.,DVD,Divers droite,4801,48,76,48001
5,PANTEL,Sophie,Mme,UG,Union de la gauche,4801,48,76,48001
1,SORIN,Marie-Christine,Mme,RN,Rassemblement National,6501,65,76,65001
4,FERRER,Sylvie,Mme,UG,Union de la gauche,6501,65,76,65001
5,FÉGNÉ,Denis,M.,UG,Union de la gauche,6502,65,76,65002
7,MONTEIL,Olivier,M.,RN,Rassemblement National,6502,65,76,65002
1,BLANC,Sophie,Mme,RN,Rassemblement National,6601,66,76,66001
2,DASPE,Francis,M.,UG,Union de la gauche,6601,66,76,66001
5,DOGOR-SUCH,Sandrine,Mme,RN,Rassemblement National,6603,66,76,66003
6,CULLELL,Nathalie,Mme,UG,Union de la gauche,6603,66,76,66003
2,MARTINEZ,Michèle,Mme,RN,Rassemblement National,6604,66,76,66004
6,BARAILLÉ,Julien,M.,UG,Union de la gauche,6604,66,76,66004
4,CABROLIER,Frédéric,M.,RN,Rassemblement National,8101,81,76,81001
5,BONNECARRERE,Philippe,M.,DVC,Divers centre,8101,81,76,81001
3,ERODI,Karen,Mme,UG,Union de la gauche,8102,81,76,81002
6,BACOU,Julien,M.,RN,Rassemblement National,8102,81,76,81002
4,TERLIER,Jean,M.,ENS,Ensemble ! (Majorité présidentielle),8103,81,76,81003
5,CARAYON,Guilhem,M.,UXD,Union de l'extrême droite,8103,81,76,81003
1,BAREGES,Brigitte,Mme,UXD,Union de l'extrême droite,8201,82,76,82001
3,RABAULT,Valérie,Mme,UG,Union de la gauche,8201,82,76,82001
1,CHRETIEN,Claudie,Mme,UG,Union de la gauche,8202,82,76,82002
4,HAMELET,Marine,Mme,RN,Rassemblement National,8202,82,76,82002
2,MAÎTRE,Christophe,M.,RN,Rassemblement National,0101,01,84,01001
3,BRETON,Xavier,M.,LR,Les Républicains,0101,01,84,01001
1,KOTARAC,Andréa,M.,RN,Rassemblement National,0102,01,84,01002
2,DAUBIÉ,Romain,M.,ENS,Ensemble ! (Majorité présidentielle),0102,01,84,01002
1,GIVERNET,Olga,Mme,ENS,Ensemble ! (Majorité présidentielle),0103,01,84,01003
6,DUBARRY,Karine,Mme,RN,Rassemblement National,0103,01,84,01003
5,COQUELET,Christophe,M.,ENS,Ensemble ! (Majorité présidentielle),0104,01,84,01004
6,BUISSON,Jérôme,M.,RN,Rassemblement National,0104,01,84,01004
4,PISANI,Florence,Mme,UG,Union de la gauche,0105,01,84,01005
8,CHAVENT,Marc,M.,UXD,Union de l'extrême droite,0105,01,84,01005
2,MONNET,Yannick,M.,UG,Union de la gauche,0301,03,84,03001
7,THÈS,Anne-Marie,Mme,RN,Rassemblement National,0301,03,84,03001
1,BOVET,Jorys,M.,RN,Rassemblement National,0302,03,84,03002
2,LEFEBVRE,Romain,M.,LR,Les Républicains,0302,03,84,03002
3,HERITIER,Louise,Mme,UG,Union de la gauche,0302,03,84,03002
1,RAY,Nicolas,M.,LR,Les Républicains,0303,03,84,03003
2,QUENEY,Rémy,M.,RN,Rassemblement National,0303,03,84,03003
2,PORQUET,Céline,Mme,RN,Rassemblement National,0701,07,84,07001
6,SAULIGNAC,Hervé,M.,UG,Union de la gauche,0701,07,84,07001
4,VICTORY,Michèle,Mme,UG,Union de la gauche,0702,07,84,07002
5,TREBUCHET,Vincent,M.,UXD,Union de l'extrême droite,0702,07,84,07002
4,PALLOT,Florence,Mme,UG,Union de la gauche,0703,07,84,07003
5,BRUN,Fabrice,M.,DVD,Divers droite,0703,07,84,07003
8,GRANGIER,Cyrille,M.,RN,Rassemblement National,0703,07,84,07003
1,DESCOEUR,Vincent,M.,DVD,Divers droite,1501,15,84,15001
6,GALLAIS,Dorothée,Mme,RN,Rassemblement National,1501,15,84,15001
3,LACROIX,Gilles,M.,RN,Rassemblement National,1502,15,84,15002
7,BONY,Jean Yves,M.,DVD,Divers droite,1502,15,84,15002
1,VALLON,Jean-Paul,M.,RN,Rassemblement National,2601,26,84,26001
6,CHRISTOPHLE,Paul,M.,UG,Union de la gauche,2601,26,84,26001
3,POLLET,Lisette,Mme,RN,Rassemblement National,2602,26,84,26002
4,CHKERI,Karim,M.,UG,Union de la gauche,2602,26,84,26002
2,POCHON,Marie,Mme,UG,Union de la gauche,2603,26,84,26003
6,AUTRAND,Adhémar,M.,UXD,Union de l'extrême droite,2603,26,84,26003
2,PAGANI,Isabelle,Mme,UG,Union de la gauche,2604,26,84,26004
4,ANTHOINE,Emmanuelle,Mme,LR,Les Républicains,2604,26,84,26004
6,MONNIER,Thibaut,M.,RN,Rassemblement National,2604,26,84,26004
3,LACROIX,Alexandre,M.,UXD,Union de l'extrême droite,3801,38,84,38001
4,PREVOST,Hugo,M.,UG,Union de la gauche,3801,38,84,38001
5,VÉRAN,Olivier,M.,ENS,Ensemble ! (Majorité présidentielle),3801,38,84,38001
1,CHATELAIN,Cyrielle,Mme,UG,Union de la gauche,3802,38,84,38002
5,ROBERT,Edouard,M.,RN,Rassemblement National,3802,38,84,38002
3,MARTIN,Élisa,Mme,UG,Union de la gauche,3803,38,84,38003
7,DUPRÉ,Christel,Mme,RN,Rassemblement National,3803,38,84,38003
2,MALANDRINO,Anne-Marie,Mme,UXD,Union de l'extrême droite,3804,38,84,38004
6,BATTISTEL,Marie-Noëlle,Mme,UG,Union de la gauche,3804,38,84,38004
1,IORDANOFF,Jérémie,M.,UG,Union de la gauche,3805,38,84,38005
7,SCHREIBER,Frédérique,Mme,RN,Rassemblement National,3805,38,84,38005
2,JOLLY,Alexis,M.,RN,Rassemblement National,3806,38,84,38006
6,DI SPIGNO,Yaqine,Mme,UG,Union de la gauche,3806,38,84,38006
1,AUGUSTE,Benoît,M.,RN,Rassemblement National,3807,38,84,38007
5,NEUDER,Yannick,M.,LR,Les Républicains,3807,38,84,38007
3,MICHEL,Cécile,Mme,UG,Union de la gauche,3808,38,84,38008
4,MANSOURI,Hanane,Mme,UXD,Union de l'extrême droite,3808,38,84,38008
1,BENE,Cécile,Mme,RN,Rassemblement National,3809,38,84,38009
8,NOSBÉ,Sandrine,Mme,UG,Union de la gauche,3809,38,84,38009
1,RICHOL,Joëlle,Mme,UG,Union de la gauche,3810,38,84,38010
5,PEREZ,Thierry,M.,RN,Rassemblement National,3810,38,84,38010
4,SIMON,Marie,Mme,RN,Rassemblement National,4201,42,84,42001
6,COURBON,Pierrick,M.,UG,Union de la gauche,4201,42,84,42001
1,BREUIL,Hervé,M.,RN,Rassemblement National,4202,42,84,42002
4,LE JAOUEN,Eric,M.,UDI,Union des Démocrates et Indépendants,4202,42,84,42002
6,TAURINYA,Andrée,Mme,UG,Union de la gauche,4202,42,84,42002
1,MANDON,Emmanuel,M.,ENS,Ensemble ! (Majorité présidentielle),4203,42,84,42003
2,LA MARCA,Angelina,Mme,RN,Rassemblement National,4203,42,84,42003
1,BONNET,Sylvie,Mme,LR,Les Républicains,4204,42,84,42004
3,RAMBAUD,Gerbert,M.,RN,Rassemblement National,4204,42,84,42004
3,GRANGER,Sandrine,Mme,RN,Rassemblement National,4205,42,84,42005
4,STEVENSON,Ismaël,M.,UG,Union de la gauche,4205,42,84,42005
5,VERMOREL-MARQUES,Antoine,M.,LR,Les Républicains,4205,42,84,42005
2,TAITE,Jean-Pierre,M.,LR,Les Républicains,4206,42,84,42006
5,GRANGER,Grégoire,M.,RN,Rassemblement National,4206,42,84,42006
3,HEUZEY,Alexandre,M.,RN,Rassemblement National,4301,43,84,43001
5,WAUQUIEZ,Laurent,M.,LR,Les Républicains,4301,43,84,43001
1,VIGIER,Jean-Pierre,M.,LR,Les Républicains,4302,43,84,43002
5,FOURETS,Suzanne Maryse Denise,Mme,RN,Rassemblement National,4302,43,84,43002
3,PRONONCE,Hervé,M.,ENS,Ensemble ! (Majorité présidentielle),6301,63,84,63001
4,MAXIMI,Marianne,Mme,UG,Union de la gauche,6301,63,84,63001
5,CLEMENT,Louis,M.,RN,Rassemblement National,6301,63,84,63001
1,DUPRÉ,Isabelle,Mme,RN,Rassemblement National,6302,63,84,63002
5,PIRÈS BEAUNE,Christine,Mme,UG,Union de la gauche,6302,63,84,63002
2,VICHNIEVSKY,Laurence,Mme,ENS,Ensemble ! (Majorité présidentielle),6303,63,84,63003
6,PERS,Nadine,Mme,RN,Rassemblement National,6303,63,84,63003
8,BONNET,Nicolas,M.,UG,Union de la gauche,6303,63,84,63003
1,LINGEMANN,Delphine,Mme,ENS,Ensemble ! (Majorité présidentielle),6304,63,84,63004
4,CHALUS,Benjamin,M.,RN,Rassemblement National,6304,63,84,63004
4,CHASSAIGNE,André,M.,UG,Union de la gauche,6305,63,84,63005
5,CARLETTO,Brigitte,Mme,RN,Rassemblement National,6305,63,84,63005
1,BELOUASSA-CHERIFI,Anaïs,Mme,UG,Union de la gauche,6901,69,84,69001
2,RUDIGOZ,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),6901,69,84,69001
4,MOUTON,Laurent,M.,RN,Rassemblement National,6901,69,84,69001
4,TERRENES,Loïc,M.,ENS,Ensemble ! (Majorité présidentielle),6902,69,84,69002
6,TAVERNIER,Boris,M.,UG,Union de la gauche,6902,69,84,69002
1,RUNEL,Sandrine,Mme,UG,Union de la gauche,6904,69,84,69004
4,CHAUMONT,Yannick,M.,RN,Rassemblement National,6904,69,84,69004
8,BRUGNERA,Anne,Mme,ENS,Ensemble ! (Majorité présidentielle),6904,69,84,69004
2,BROCARD,Blandine,Mme,ENS,Ensemble ! (Majorité présidentielle),6905,69,84,69005
4,BITOUM,Sasha,Mme,RN,Rassemblement National,6905,69,84,69005
5,MATTEUCCI,Fabrice,M.,UG,Union de la gauche,6905,69,84,69005
2,AMARD,Gabriel,M.,UG,Union de la gauche,6906,69,84,69006
3,BRET,Jean-Paul,M.,DVG,Divers gauche,6906,69,84,69006
2,LAHMAR,Abdelkader,M.,UG,Union de la gauche,6907,69,84,69007
3,VINCENDET,Alexandre,M.,ENS,Ensemble ! (Majorité présidentielle),6907,69,84,69007
4,PIGNAL,Cédric,M.,RN,Rassemblement National,6907,69,84,69007
1,GERY,Jonathan,M.,RN,Rassemblement National,6908,69,84,69008
2,REYMBAUT,Anne,Mme,UG,Union de la gauche,6908,69,84,69008
5,SERRE,Nathalie,Mme,LR,Les Républicains,6908,69,84,69008
6,DESPRAS,Dominique,M.,ENS,Ensemble ! (Majorité présidentielle),6908,69,84,69008
4,LOUIS,Patrick,M.,UXD,Union de l'extrême droite,6909,69,84,69009
5,PORTIER,Alexandre,M.,LR,Les Républicains,6909,69,84,69009
2,PATOUT,Cecile,Mme,RN,Rassemblement National,6910,69,84,69010
3,GASSILLOUD,Thomas,M.,ENS,Ensemble ! (Majorité présidentielle),6910,69,84,69010
3,HUMBERT DUPALAIS,Alexandre,M.,UXD,Union de l'extrême droite,6911,69,84,69011
6,FUGIT,Jean-Luc,M.,ENS,Ensemble ! (Majorité présidentielle),6911,69,84,69011
1,LUISIER,Clémence,Mme,RN,Rassemblement National,6912,69,84,69012
3,GAILLOT DURAND,Lucie,Mme,UG,Union de la gauche,6912,69,84,69012
4,ISAAC-SIBILLE,Cyrille,M.,ENS,Ensemble ! (Majorité présidentielle),6912,69,84,69012
2,JONCOUR,Tiffany,Mme,RN,Rassemblement National,6913,69,84,69013
5,PRANDT,Victor,M.,UG,Union de la gauche,6913,69,84,69013
1,BOUMERTIT,Idir,M.,UG,Union de la gauche,6914,69,84,69014
3,MERMET,Cédric,M.,RN,Rassemblement National,6914,69,84,69014
5,DEGOIS,Typhanie,Mme,UXD,Union de l'extrême droite,7301,73,84,73001
6,FERRARI,Marina,Mme,ENS,Ensemble ! (Majorité présidentielle),7301,73,84,73001
1,ROLLAND,Vincent,M.,LR,Les Républicains,7302,73,84,73002
2,RACT-BRANCAZ,Pauline,Mme,RN,Rassemblement National,7302,73,84,73002
2,DAUCHY,Marie,Mme,RN,Rassemblement National,7303,73,84,73003
3,BONNIVARD,Emilie,Mme,LR,Les Républicains,7303,73,84,73003
2,COULOMME,Jean-François,M.,UG,Union de la gauche,7304,73,84,73004
3,BERNARD,Brice,M.,RN,Rassemblement National,7304,73,84,73004
4,ROIT-LEVÊQUE,Guillaume,M.,RN,Rassemblement National,7401,74,84,74001
6,RIOTTON,Véronique,Mme,ENS,Ensemble ! (Majorité présidentielle),7401,74,84,74001
2,BOUVARD,Anis,M.,RN,Rassemblement National,7402,74,84,74002
6,ARMAND,Antoine,M.,ENS,Ensemble ! (Majorité présidentielle),7402,74,84,74002
1,VALENTIN,Antoine,M.,UXD,Union de l'extrême droite,7403,74,84,74003
5,PETEX,Christelle,Mme,DVD,Divers droite,7403,74,84,74003
4,LUHO,Magalie,Mme,RN,Rassemblement National,7404,74,84,74004
7,DUBY-MULLER,Virginie,Mme,LR,Les Républicains,7404,74,84,74004
1,VIOLLAND,Anne-Cécile,Mme,ENS,Ensemble ! (Majorité présidentielle),7405,74,84,74005
3,TAÏEB,Quentin,M.,UXD,Union de l'extrême droite,7405,74,84,74005
1,ROSEREN,Xavier,M.,ENS,Ensemble ! (Majorité présidentielle),7406,74,84,74006
5,PRATS,Charles,M.,UXD,Union de l'extrême droite,7406,74,84,74006
5,GIRARD,Christian,M.,RN,Rassemblement National,0401,04,93,04001
6,BLANC,Felix,M.,UG,Union de la gauche,0401,04,93,04001
2,VAGINAY,Sophie,Mme,UXD,Union de l'extrême droite,0402,04,93,04002
4,WALTER,Léo,M.,UG,Union de la gauche,0402,04,93,04002
1,SAINTE-MARIE,Jérôme,M.,RN,Rassemblement National,0501,05,93,05001
3,ALLEMAND,Marie-José,Mme,UG,Union de la gauche,0501,05,93,05001
3,ROSSI,Valérie,Mme,UG,Union de la gauche,0502,05,93,05002
5,ALBRAND,Louis,M.,RN,Rassemblement National,0502,05,93,05002
1,SALERNO,Olivier,M.,UG,Union de la gauche,0601,06,93,06001
4,MONETTI,Graig,M.,ENS,Ensemble ! (Majorité présidentielle),0601,06,93,06001
7,CIOTTI,Eric,M.,UXD,Union de l'extrême droite,0601,06,93,06001
1,TONNERRE,Leïla,Mme,UG,Union de la gauche,0602,06,93,06002
7,TIVOLI,Lionel,M.,RN,Rassemblement National,0602,06,93,06002
3,QUIGNARD,Laure,Mme,UG,Union de la gauche,0603,06,93,06003
