Nom,Prenom,Civilite,LibNua,NumDepCand,Voix,RapVoixExp,CodCirc,NbVoix,RapportExprimes
BELLA,LUCIEN,M.,Autre écologiste,2,         366,"   0,86",00604,366,0.86
MATHIEU,MONIQUE,Mme,Front national,22,       8 507,"  19,97",00604,8507,19.97
DARQUE,DANIEL,M.,Autre écologiste,30,         103,"   0,24",00604,103,0.24
GUIBAL,J.CLAUDE,M.,Union pour la majorité présidentielle,39,      16 075,"  37,73",00604,16075,37.73
VAN DE VELDE,CLAUDETTE,Mme,Mouvement national républicain,43,         270,"   0,63",00604,270,0.63
BECK,XAVIER,M.,Divers droite,52,       6 923,"  16,25",00604,6923,16.25
ARGYRATOS,PAOLA,Mme,Divers,68,          19,"   0,04",00604,19,0.04
CAVAILLON,DANIELLE,Mme,Divers,89,         229,"   0,54",00604,229,0.54
MO,COLETTE,Mme,Communiste,92,       1 601,"   3,76",00604,1601,3.76
CARVOU,SERGE,M.,Autre écologiste,107,         376,"   0,88",00604,376,0.88
PETARD,CHRISTIAN,M.,Lutte ouvrière,110,         265,"   0,62",00604,265,0.62
VALIN,DANIEL,M.,Divers,127,         166,"   0,39",00604,166,0.39
GRANON,JEROME,M.,Autre écologiste,135,         221,"   0,52",00604,221,0.52
BARTOLI,JACQUELINE,Mme,Divers gauche,139,          64,"   0,15",00604,64,0.15
FERRUCCIO,PATRICK,M.,Ligue communiste révolutionnaire,146,         407,"   0,96",00604,407,0.96
GERARD,PASCALE,Mme,Socialiste,148,       6 866,"  16,11",00604,6866,16.11
TRIMAILLE,MICHEL,M.,Divers,153,         150,"   0,35",00604,150,0.35
BENEDETTI,JEROME,M.,Divers,159,           0,"   0,00",00604,0,0.0
THIERY,JEAN,M.,Front national,7,      10 321,"  20,45",00605,10321,20.45
OLIVIER,LOUIS,M.,Mouvement national républicain,17,         473,"   0,94",00605,473,0.94
HVIDSTEN,AXEL,M.,Autre écologiste,23,         202,"   0,40",00605,202,0.4
ESTROSI,CHRISTIAN,M.,Union pour la majorité présidentielle,45,      22 980,"  45,53",00605,22980,45.53
MONDOLONI,M.PIERRE,Mme,Autre écologiste,54,         250,"   0,50",00605,250,0.5
SACKUR,CATHERINE,Mme,Extrême gauche,64,         267,"   0,53",00605,267,0.53
CUTURELLO,PAUL,M.,Socialiste,80,      10 227,"  20,26",00605,10227,20.26
GABRY,SERGE,M.,Divers,91,         384,"   0,76",00605,384,0.76
MARCHAL-MORELLI,MICHELE,Mme,Divers gauche,116,         134,"   0,27",00605,134,0.27
BLONDEL,J.PIERRE,M.,Lutte ouvrière,117,         402,"   0,80",00605,402,0.8
TIBERI,JACQUES,M.,Communiste,122,       3 952,"   7,83",00605,3952,7.83
RUZZICONI,E.MARIE,Mme,Divers,132,          82,"   0,16",00605,82,0.16
HAMECHA,NADIA,Mme,Autre écologiste,136,         320,"   0,63",00605,320,0.63
LECOMTE,ALAIN,M.,Autre écologiste,137,         122,"   0,24",00605,122,0.24
SLIMANE,NOURA,Mme,Pôle républicain,154,         356,"   0,71",00605,356,0.71
CAITUCOLI,XAVIER,M.,Mouvement national républicain,13,         991,"   1,66",00606,991,1.66
LARTIGUE,MONIQUE,Mme,Front national,21,      11 659,"  19,48",00606,11659,19.48
ROCQUIGNY DE,JEROME,M.,Divers droite,24,       1 144,"   1,91",00606,1144,1.91
BELLI,ALAIN,M.,Autre écologiste,26,         174,"   0,29",00606,174,0.29
GENDROT,MARIE,Mme,Autre écologiste,35,         571,"   0,95",00606,571,0.95
DAMIANI,ANTOINE,M.,Socialiste,51,      13 232,"  22,10",00606,13232,22.1
OLLIVIER,J.YVES,M.,Autre écologiste,63,         838,"   1,40",00606,838,1.4
GONELLA,A.LISE,Mme,Communiste,65,       1 609,"   2,69",00606,1609,2.69
GUILLAUME,M.FRANCE,Mme,Divers,67,          80,"   0,13",00606,80,0.13
BOUILLEAUX,ALAIN,M.,Lutte ouvrière,71,         382,"   0,64",00606,382,0.64
LUCA,LIONNEL,M.,Union pour la majorité présidentielle,96,      26 478,"  44,23",00606,26478,44.23
MARTIN,MARTIAL,M.,Autre écologiste,98,         135,"   0,23",00606,135,0.23
MALAUSSENE,CLAUDE,M.,Divers droite,124,       1 305,"   2,18",00606,1305,2.18
CASCIO,PHILIPPE,M.,Autre écologiste,133,         359,"   0,60",00606,359,0.6
PIACENTINI,PIERRE,M.,Divers droite,140,         292,"   0,49",00606,292,0.49
MORELLI,PHILIPPE,M.,Divers gauche,152,         170,"   0,28",00606,170,0.28
SCHIERANO,SIMON,M.,Ligue communiste révolutionnaire,157,         442,"   0,74",00606,442,0.74
MICHELIER,CLAUDINE,Mme,Mouvement national républicain,1,         411,"   0,73",00607,411,0.73
FRAPPA,J.CLAUDE,M.,Front national,5,      10 796,"  19,30",00607,10796,19.3
DECOLOGNE,ANNICK,Mme,Autre écologiste,18,         280,"   0,50",00607,280,0.5
MICHEL,BERENGERE,Mme,Mouvement pour la France,33,         334,"   0,60",00607,334,0.6
VIGREUX,FABRICE,M.,Autre écologiste,36,         498,"   0,89",00607,498,0.89
PIEL,GERARD,M.,Communiste,57,       3 078,"   5,50",00607,3078,5.5
LEONETTI,J.ANTOINE,M.,Union pour la majorité présidentielle,69,      29 709,"  53,10",00607,29709,53.1
CHARMANT,BERNADETTE,Mme,Lutte ouvrière,70,         299,"   0,53",00607,299,0.53
MARTINEZ,LAURENT,M.,Divers,79,          47,"   0,08",00607,47,0.08
CROUZET,MICHEL,M.,Autre écologiste,97,         316,"   0,56",00607,316,0.56
AGIUS,PAUL,M.,Divers,101,         233,"   0,42",00607,233,0.42
MUSSI,PHILIPPE,M.,Les Verts,114,       9 315,"  16,65",00607,9315,16.65
DAGUET-BEAU,ANNICK,Mme,Divers,119,         110,"   0,20",00607,110,0.2
MOSELLE,MURIEL,Mme,Divers gauche,129,         143,"   0,26",00607,143,0.26
GILLARD,MAURICE,M.,Autre écologiste,138,         137,"   0,24",00607,137,0.24
SALAZAR,JACQUELINE,Mme,Divers,158,         245,"   0,44",00607,245,0.44
OTTL,JACQUES,M.,Mouvement national républicain,6,         305,"   0,81",00608,305,0.81
MALEN,J.PIERRE,M.,Front national,27,       7 606,"  20,08",00608,7606,20.08
JOUR,ROGER,M.,Autre écologiste,29,         111,"   0,29",00608,111,0.29
CROUZET,CARINE,Mme,Autre écologiste,34,         228,"   0,60",00608,228,0.6
VILLON,J.PIERRE,M.,Autre écologiste,38,         207,"   0,55",00608,207,0.55
BROCHAND,BERNARD,M.,Union pour la majorité présidentielle,75,      16 260,"  42,93",00608,16260,42.93
LEFEBVRE,BEATRICE,Mme,Divers,78,          18,"   0,05",00608,18,0.05
MEYFFRET,CLAUDE,M.,Communiste,85,         885,"   2,34",00608,885,2.34
GOUNOT,OLIVIER,M.,Divers,102,          58,"   0,15",00608,58,0.15
TANNIOU,GERALD,M.,Autre écologiste,106,         328,"   0,87",00608,328,0.87
CYVOCT,HENRI,M.,Lutte ouvrière,112,         204,"   0,54",00608,204,0.54
CIMA,GILLES,M.,Divers droite,123,       5 463,"  14,42",00608,5463,14.42
SIMON DE KERGUNIC,NICOLAS,M.,Divers,126,         154,"   0,41",00608,154,0.41
ISNARD,PATRICIA,Mme,Pôle républicain,128,         225,"   0,59",00608,225,0.59
COURBIS,PIERRE,M.,Divers,131,         113,"   0,30",00608,113,0.3
DELLA MARTINA,MARIE,Mme,Divers gauche,141,          47,"   0,12",00608,47,0.12
BAUSSY-CAVIGNANELLO,MICHELE,Mme,Divers,144,         170,"   0,45",00608,170,0.45
CRAPIZ,APPOLINE,Mme,Socialiste,149,       5 495,"  14,51",00608,5495,14.51
SCHENARDI,J.PIERRE,M.,Front national,11,      10 137,"  16,60",00609,10137,16.6
CANO,ROBERT,M.,Mouvement national républicain,15,         403,"   0,66",00609,403,0.66
MICHEL,ARLETTE,Mme,Autre écologiste,31,         124,"   0,20",00609,124,0.2
MEHL,DANIEL,M.,Autre écologiste,37,         335,"   0,55",00609,335,0.55
ASCHIERI,ANDRE,M.,Les Verts,41,      22 043,"  36,10",00609,22043,36.1
BETHEUIL,PATRICK,M.,Mouvement pour la France,56,         246,"   0,40",00609,246,0.4
JAMAIN-BENASSAYAG,MARIE,Mme,Rassemblement pour la France,58,         586,"   0,96",00609,586,0.96
BICARD,JACQUES,M.,Autre écologiste,60,         196,"   0,32",00609,196,0.32
GOBY,H.PHILIPPE,M.,Autre écologiste,66,         200,"   0,33",00609,200,0.33
LAFORGE,EVELINE,Mme,Divers,73,          52,"   0,09",00609,52,0.09
BOULNOIS,MARION,Mme,Ligue communiste révolutionnaire,86,         347,"   0,57",00609,347,0.57
EUZIERE,PAUL,M.,Communiste,104,       1 239,"   2,03",00609,1239,2.03
TABAROT,MICHELE,Mme,Union pour la majorité présidentielle,109,      24 371,"  39,91",00609,24371,39.91
CYVOCT,JACQUELINE,Mme,Lutte ouvrière,111,         227,"   0,37",00609,227,0.37
MULLER,M.HAYDEE,Mme,Autre écologiste,120,          64,"   0,10",00609,64,0.1
THERON,CATHERINE,Mme,Divers gauche,130,          64,"   0,10",00609,64,0.1
DUCREUX,PASCAL,M.,Divers,145,         206,"   0,34",00609,206,0.34
CROS,M.LOUISE,Mme,Divers gauche,151,         221,"   0,36",00609,221,0.36
TERRASSE,PASCAL,M.,Socialiste,1,      17 553,"  37,68",00701,17553,37.68
VALLA,MICHEL,M.,Union pour la majorité présidentielle,2,      16 034,"  34,42",00701,16034,34.42
PRADA,CHRISTIAN,M.,Lutte ouvrière,3,         349,"   0,75",00701,349,0.75
GIT,MARIE-CHRISTINE,Mme,Chasse-Pêche-Nature et Traditions,10,       1 428,"   3,07",00701,1428,3.07
VANHOVE,JEAN JOEL,M.,Front national,11,       5 171,"  11,10",00701,5171,11.1
ORIOL,STEPHANE,M.,Les Verts,17,       1 039,"   2,23",00701,1039,2.23
JEAN,FRANCIS,M.,Extrême droite,18,         540,"   1,16",00701,540,1.16
JUVEN,NICOLE,Mme,Mouvement pour la France,28,         271,"   0,58",00701,271,0.58
CAYRON,ELSA,Mme,Communiste,29,       2 410,"   5,17",00701,2410,5.17
SUPPA,GENEVIEVE,Mme,Divers,33,         381,"   0,82",00701,381,0.82
MOULAIN,CECILE,Mme,Ligue communiste révolutionnaire,39,         814,"   1,75",00701,814,1.75
MARTIN,CATHERINE,Mme,Mouvement national républicain,40,         343,"   0,74",00701,343,0.74
REVIRE,MARIE-ANGE,Mme,Divers droite,43,         124,"   0,27",00701,124,0.27
SALONE,HERVE,M.,Autre écologiste,45,         127,"   0,27",00701,127,0.27
ROLIN,CATHERINE,Mme,Socialiste,4,      13 454,"  24,78",00702,13454,24.78
VALLON,JEAN-PAUL,M.,Divers,5,       5 629,"  10,37",00702,5629,10.37
CHAMBON,DOMINIQUE,M.,Union pour la démocratie française,6,       6 746,"  12,42",00702,6746,12.42
ROSSI,ANGELIQUE,Mme,Chasse-Pêche-Nature et Traditions,12,         750,"   1,38",00702,750,1.38
WEBER,GERARD,M.,Union pour la majorité présidentielle,13,      15 629,"  28,79",00702,15629,28.79
VANHOVE,FRANCOISE,Mme,Front national,16,       5 449,"  10,04",00702,5449,10.04
HOEFFEL,PATRICK,M.,Extrême droite,19,         569,"   1,05",00702,569,1.05
MOURGUES,JEAN-CLAUDE,M.,Les Verts,23,       2 594,"   4,78",00702,2594,4.78
LAINEZ,CLAIRE,Mme,Lutte ouvrière,24,         652,"   1,20",00702,652,1.2
ROUBY,MICHEL,M.,Mouvement national républicain,25,         584,"   1,08",00702,584,1.08
HOUCINE,CHRISTOPHE,M.,Autre écologiste,26,         178,"   0,33",00702,178,0.33
WENDLINGER,STEPHANE,M.,Pôle républicain,30,         913,"   1,68",00702,913,1.68
POGGI,MARC,M.,Divers,34,         618,"   1,14",00702,618,1.14
TOURNON,LOUIS-MARCEL,M.,Autre écologiste,36,         257,"   0,47",00702,257,0.47
MARION-COUTRET,MICHELE,Mme,Extrême gauche,37,         273,"   0,50",00702,273,0.5
FLORY,JEAN-CLAUDE,M.,Union pour la majorité présidentielle,7,      17 989,"  38,53",00703,17989,38.53
BRUCHET,GERARD,M.,Divers gauche,8,       3 323,"   7,12",00703,3323,7.12
LARGERON,COLETTE,Mme,Lutte ouvrière,9,         359,"   0,77",00703,359,0.77
LAURENT,SUZANNE,Mme,Front national,14,       3 352,"   7,18",00703,3352,7.18
PINTA,FREDERIC,M.,Extrême gauche,15,         575,"   1,23",00703,575,1.23
ARNOU-DUFLOT,ODILE,Mme,Les Verts,20,       1 517,"   3,25",00703,1517,3.25
CHAGNOL,JEAN-CLAUDE,M.,Divers droite,21,         242,"   0,52",00703,242,0.52
BROTTES,BERNARD,M.,Chasse-Pêche-Nature et Traditions,22,       2 095,"   4,49",00703,2095,4.49
LAFFRAT,PATRICK,M.,Autre écologiste,27,         121,"   0,26",00703,121,0.26
ALAIZE,STEPHANE,M.,Socialiste,31,      10 928,"  23,41",00703,10928,23.41
DELAUCHE,HENRI,M.,Communiste,32,       2 586,"   5,54",00703,2586,5.54
GOLAY,GILBERTE,Mme,Divers,35,         328,"   0,70",00703,328,0.7
EGAL,BERNARD,M.,Autre écologiste,38,         354,"   0,76",00703,354,0.76
LEYNAUD,GERARD,M.,Régionaliste,41,         294,"   0,63",00703,294,0.63
COMTE,GABRIEL,M.,Divers droite,42,       1 692,"   3,62",00703,1692,3.62
ARSAC,THIERRY,M.,Mouvement national républicain,44,         928,"   1,99",00703,928,1.99
LEDOUX,CLAUDINE,Mme,Socialiste,1,      16 196,"  37,66",00801,16196,37.66
POLETTI,Bérengère,Mme,Union pour la majorité présidentielle,2,      17 245,"  40,10",00801,17245,40.1
MARCINEK,Ghislain,M.,Mouvement national républicain,3,         661,"   1,54",00801,661,1.54
PETIT,Martine,Mme,Mouvement pour la France,4,         485,"   1,13",00801,485,1.13
OCTAVE,Nadia,Mme,Lutte ouvrière,5,         738,"   1,72",00801,738,1.72
FOURNAISE,J.Michel,M.,Ligue communiste révolutionnaire,14,         797,"   1,85",00801,797,1.85
TAIOLI,Chantal,Mme,Front national,16,       6 299,"  14,65",00801,6299,14.65
BOISSEAU,Catherine,Mme,Chasse-Pêche-Nature et Traditions,24,         588,"   1,37",00801,588,1.37
VUILQUE,PHILIPPE,M.,Socialiste,6,      13 670,"  36,49",00802,13670,36.49
PERROT,Raymond,M.,Pôle républicain,7,         358,"   0,96",00802,358,0.96
LEDUC,Nathalie,Mme,Mouvement national républicain,9,         461,"   1,23",00802,461,1.23
GIRARD,Thérèse,Mme,Union pour la démocratie française,11,       1 650,"   4,40",00802,1650,4.4
NOUET,Joël,M.,Lutte ouvrière,12,         526,"   1,40",00802,526,1.4
BAUDOIN ,Gérard,M.,Extrême gauche,15,         457,"   1,22",00802,457,1.22
BATAILLE,roland,M.,Front national,17,       6 167,"  16,46",00802,6167,16.46
MATHOT,Philippe,M.,Union pour la majorité présidentielle,19,      10 890,"  29,07",00802,10890,29.07
MARTIN,Patrick,M.,Divers gauche,20,         805,"   2,15",00802,805,2.15
BARDEAU,J.Michel,M.,Extrême gauche,21,         235,"   0,63",00802,235,0.63
LEFLON,michèle,Mme,Communiste,22,       1 600,"   4,27",00802,1600,4.27
DELREZ,gérard,M.,Divers gauche,23,          71,"   0,19",00802,71,0.19
NAIT-ABDELAZIZ,Mezhoura,Mme,Les Verts,28,         569,"   1,52",00802,569,1.52
BADRE,Olivier,M.,Mouvement national républicain,8,         476,"   1,28",00803,476,1.28
BOISSIER,Jacques,M.,Lutte ouvrière,10,         714,"   1,92",00803,714,1.92
HUSSON,Elisabeth,Mme,Socialiste,13,       8 758,"  23,61",00803,8758,23.61
SAMYN,Eric,M.,Front national,18,       4 231,"  11,41",00803,4231,11.41
BOISSEAU ,olivier,M.,Chasse-Pêche-Nature et Traditions,25,         465,"   1,25",00803,465,1.25
WARSMANN,J.LUC,M.,Union pour la majorité présidentielle,26,      21 500,"  57,96",00803,21500,57.96
ROSSI,Eléonora,Mme,Les Verts,27,         832,"   2,24",00803,832,2.24
BENASSY,Odile,Mme,Pôle républicain,29,         118,"   0,32",00803,118,0.32
BONREPAUX,AUGUSTIN,M.,Socialiste,1,      15 373,"  43,27",00901,15373,43.27
METGE,ANDRE,M.,Chasse-Pêche-Nature et Traditions,3,       2 548,"   7,17",00901,2548,7.17
DARNAUD,JEAN,M.,Mouvement pour la France,5,         987,"   2,78",00901,987,2.78
MESPLIE,GEORGES,M.,Front national,6,       3 085,"   8,68",00901,3085,8.68
FEVRE,DOMINIQUE,Mme,Mouvement national républicain,7,         249,"   0,70",00901,249,0.7
CHAUMONT,RAYMOND,M.,Autre écologiste,10,         191,"   0,54",00901,191,0.54
VOEGELI,BERNARD,M.,Les Verts,13,       1 458,"   4,10",00901,1458,4.1
LARIVIERE,ROLAND,M.,Extrême droite,14,         394,"   1,11",00901,394,1.11
CASSAN,LYLIANE,Mme,Communiste,16,       2 269,"   6,39",00901,2269,6.39
SOULET,DIDIER,M.,Lutte ouvrière,18,         307,"   0,86",00901,307,0.86
CAROL,JACQUES,M.,Divers gauche,20,       1 431,"   4,03",00901,1431,4.03
MARIS,YVES,M.,Union pour la majorité présidentielle,21,       5 502,"  15,49",00901,5502,15.49
SANS,ANDREE,Mme,Régionaliste,22,         197,"   0,55",00901,197,0.55
CASSAN,MICHELE,Mme,Ligue communiste révolutionnaire,24,       1 018,"   2,87",00901,1018,2.87
LACROZE-MARTY,DANIEL,M.,Divers,39,          55,"   0,15",00901,55,0.15
CAPLIN,RAYMOND,M.,Divers,40,          31,"   0,09",00901,31,0.09
DREYER,EDWIGE,Mme,Divers droite,41,         313,"   0,88",00901,313,0.88
ESTEVE,MARC,M.,Extrême gauche,42,         119,"   0,33",00901,119,0.33
NAYROU,HENRI,M.,Socialiste,2,      14 663,"  39,14",00902,14663,39.14
GUICHOU,JEAN,M.,Chasse-Pêche-Nature et Traditions,4,       1 735,"   4,63",00902,1735,4.63
ALIOT,THERESE,Mme,Front national,8,       3 246,"   8,67",00902,3246,8.67
BARIOULET,J.CLAUDE,M.,Autre écologiste,9,         124,"   0,33",00902,124,0.33
MAURAT,P.LOUIS,M.,Union pour la majorité présidentielle,11,       6 467,"  17,26",00902,6467,17.26
ALBOUY,ARLETTE,Mme,Extrême droite,15,         319,"   0,85",00902,319,0.85
ARTHUYS,JACQUES,M.,Divers,17,          96,"   0,26",00902,96,0.26
SANTI,JACQUELINE,Mme,Lutte ouvrière,19,         287,"   0,77",00902,287,0.77
PINCE,JACQUES,M.,Régionaliste,29,         320,"   0,85",00902,320,0.85
MATRICON,FRANCOISE,Mme,Les Verts,31,       1 040,"   2,78",00902,1040,2.78
CANTIANI,FREDERIC,M.,Mouvement national républicain,32,         213,"   0,57",00902,213,0.57
DEMORTIER,FRANCIS,M.,Divers,33,          25,"   0,07",00902,25,0.07
LARTAUD,MICHEL,M.,Autre écologiste,34,         269,"   0,72",00902,269,0.72
SOUQUE,JOSEE,Mme,Communiste,35,       2 069,"   5,52",00902,2069,5.52
COURREGES DE,RAPHAEL,M.,Divers,37,         158,"   0,42",00902,158,0.42
XIBERAS,FANNY,Mme,Ligue communiste révolutionnaire,38,         801,"   2,14",00902,801,2.14
TRIGANO,ANDRE,M.,Divers droite,43,       5 628,"  15,02",00902,5628,15.02
SUBTIL,BRUNO,M.,Front national,3,       6 269,"  18,02",01001,6269,18.02
BONHOMME,MONIQUE,Mme,Lutte ouvrière,5,         703,"   2,02",01001,703,2.02
TIRIAU,JACQUELINE,Mme,Mouvement national républicain,9,         235,"   0,68",01001,235,0.68
ROCHE,MICHEL,M.,Divers droite,16,       3 334,"   9,58",01001,3334,9.58
MICAUX,PIERRE,M.,Union pour la majorité présidentielle,17,       7 837,"  22,52",01001,7837,22.52
BRET,LINE,Mme,Socialiste,18,       8 133,"  23,37",01001,8133,23.37
SEBEYRAN,MARC,M.,Union pour la démocratie française,19,       6 676,"  19,19",01001,6676,19.19
GLASSNER,ANNELISE,Mme,Autre écologiste,23,         353,"   1,01",01001,353,1.01
BEON,JACKY,M.,Divers,27,         313,"   0,90",01001,313,0.9
ZAJAC,ANNA,Mme,Communiste,28,         943,"   2,71",01001,943,2.71
MALARMEY,MARC,M.,Front national,2,       7 542,"  17,43",01002,7542,17.43
NORMANT,DENISE,Mme,Divers,7,         271,"   0,63",01002,271,0.63
COUSIN,ANNIE,Mme,Lutte ouvrière,8,         904,"   2,09",01002,904,2.09
LACOMBE,PATRICIA,Mme,Mouvement national républicain,10,         357,"   0,83",01002,357,0.83
FOURNIER,YVES,M.,Socialiste,13,      11 400,"  26,35",01002,11400,26.35
VANDENBOOMGAERDE,P.ALEXIS,M.,Pôle républicain,15,         444,"   1,03",01002,444,1.03
DEROIN,ALAIN,M.,Union pour la démocratie française,20,       4 395,"  10,16",01002,4395,10.16
CORNEVIN,J.PIERRE,M.,Communiste,21,       1 495,"   3,45",01002,1495,3.45
BAICRY,ANNE,Mme,Autre écologiste,25,         524,"   1,21",01002,524,1.21
ROHER,PATRICK,M.,Divers,26,         648,"   1,50",01002,648,1.5
MATHIS,J.CLAUDE,M.,Union pour la majorité présidentielle,29,      15 291,"  35,34",01002,15291,35.34
BAROIN,FRANCOIS,M.,Union pour la majorité présidentielle,1,      21 201,"  49,03",01003,21201,49.03
MAINTENANT,ISABELLE,Mme,Front national,4,       7 621,"  17,63",01003,7621,17.63
BISSEY,PIERRE,M.,Lutte ouvrière,6,         956,"   2,21",01003,956,2.21
DELPLANQUE,FRANCOISE,Mme,Les Verts,11,       8 223,"  19,02",01003,8223,19.02
BREZILLON,NATHALIE,Mme,Mouvement national républicain,12,         442,"   1,02",01003,442,1.02
MAITROT,CLAUDE,M.,Pôle républicain,14,         786,"   1,82",01003,786,1.82
TRICHE,JOE,M.,Communiste,22,       2 881,"   6,66",01003,2881,6.66
BERNARDIE,MAURICE,M.,Autre écologiste,24,         411,"   0,95",01003,411,0.95
SADI OUFELLA ,OUZNA,Mme,Ligue communiste révolutionnaire,31,         716,"   1,66",01003,716,1.66
LARRAT,Gérard,M.,Union pour la majorité présidentielle,1,      13 016,"  29,04",01101,13016,29.04
BERTRAND,Roger,M.,Pôle républicain,2,       1 487,"   3,32",01101,1487,3.32
MORIO,Robert,M.,Front national,3,       6 194,"  13,82",01101,6194,13.82
MONDINI,Patricia,Mme,Autre écologiste,4,          85,"   0,19",01101,85,0.19
GARINO,Henry,M.,Communiste,5,       3 011,"   6,72",01101,3011,6.72
PEREZ,J.CLAUDE,M.,Socialiste,6,      16 191,"  36,12",01101,16191,36.12
VIEULES,Jacques,M.,Extrême gauche,24,         112,"   0,25",01101,112,0.25
SOLEIL,Patricia,Mme,Chasse-Pêche-Nature et Traditions,25,         869,"   1,94",01101,869,1.94
GADIER,J.Philippe,M.,Lutte ouvrière,28,         379,"   0,85",01101,379,0.85
DIAZ,Eric,M.,Autre écologiste,33,         371,"   0,83",01101,371,0.83
CORNUET,Michel,M.,Les Verts,34,         793,"   1,77",01101,793,1.77
ESCORTELL,Henri,M.,Mouvement national républicain,40,         747,"   1,67",01101,747,1.67
FOURNIE,Bernadette,Mme,Régionaliste,41,         174,"   0,39",01101,174,0.39
FICQUET,William,M.,Divers,42,           0,"   0,00",01101,0,0.0
DESMOULINS,Valérie,Mme,Ligue communiste révolutionnaire,45,         722,"   1,61",01101,722,1.61
SILVANI,Xavier,M.,Divers gauche,46,          76,"   0,17",01101,76,0.17
RIBOT,Franck,M.,Autre écologiste,47,          98,"   0,22",01101,98,0.22
DARAUD,J.François,M.,Divers,53,         496,"   1,11",01101,496,1.11
