NomPsn,PrenomPsn,CivilitePsn,CodNua,LibNua,NbVoix,RapportExprime,RapportInscrit,Elu,CodCirc,RapportExprimes,RapportInscrits
GOT,Pascale,Mme,SOC,Socialiste,29179,"  50,37","  30,52",oui,03305,50.37,30.52
REGERE,Jean-François,M.,UMP,Union pour un Mouvement Populaire,28745,"  49,63","  30,07",non,03305,49.63,30.07
SAINTE MARIE,Michel,M.,SOC,Socialiste,31740,"  57,19","  35,54",oui,03306,57.19,35.54
MUTTER,Marie-Hélène,Mme,UMP,Union pour un Mouvement Populaire,23757,"  42,81","  26,60",non,03306,42.81,26.6
ROUSSET,Alain,M.,SOC,Socialiste,36410,"  60,46","  37,68",oui,03307,60.46,37.68
DUFRANC,Sylvie,Mme,UMP,Union pour un Mouvement Populaire,23808,"  39,54","  24,63",non,03307,39.54,24.63
DELUGA,François,M.,SOC,Socialiste,34614,"  45,87","  28,99",non,03308,45.87,28.99
DES ESGAULX DE NOLET,Marie-Hélène,Mme,UMP,Union pour un Mouvement Populaire,40852,"  54,13","  34,22",oui,03308,54.13,34.22
FAURE,Martine,Mme,SOC,Socialiste,35561,"  55,80","  35,99",oui,03309,55.8,35.99
DUBOURG,Philippe,M.,UMP,Union pour un Mouvement Populaire,28172,"  44,20","  28,51",non,03309,44.2,28.51
BUISSON,Philippe,M.,SOC,Socialiste,23904,"  48,56","  30,41",non,03310,48.56,30.41
GARRAUD,Jean-Paul,M.,UMP,Union pour un Mouvement Populaire,25317,"  51,44","  32,21",oui,03310,51.44,32.21
PLISSON,Philippe,M.,SOC,Socialiste,28186,"  55,07","  33,96",oui,03311,55.07,33.96
ESTRADE,Hélène,Mme,UMP,Union pour un Mouvement Populaire,22992,"  44,93","  27,70",non,03311,44.93,27.7
GUIBAL,Michel,M.,SOC,Socialiste,21149,"  47,80","  27,58",non,03401,47.8,27.58
DOMERGUE,Jacques,M.,UMP,Union pour un Mouvement Populaire,23094,"  52,20","  30,11",oui,03401,52.2,30.11
VEZINHET,André,M.,SOC,Socialiste,21177,"  53,92","  31,56",oui,03402,53.92,31.56
JULIEN,Arnaud,M.,UMP,Union pour un Mouvement Populaire,18099,"  46,08","  26,97",non,03402,46.08,26.97
LAZERGES,Christine,Mme,SOC,Socialiste,32863,"  43,30","  26,08",non,03403,43.3,26.08
GRAND,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,43039,"  56,70","  34,15",oui,03403,56.7,34.15
LECOU,Robert,M.,UMP,Union pour un Mouvement Populaire,43683,"  51,68","  32,54",oui,03404,51.68,32.54
MOURE,Jean-Pierre,M.,SOC,Socialiste,40844,"  48,32","  30,43",non,03404,48.32,30.43
MESQUIDA,Kléber,M.,SOC,Socialiste,32398,"  52,31","  33,83",oui,03405,52.31,33.83
ROQUES,Marcel,M.,UMP,Union pour un Mouvement Populaire,29532,"  47,69","  30,84",non,03405,47.69,30.84
BAUDUIN,Eliane,Mme,SOC,Socialiste,20004,"  42,34","  23,67",non,03406,42.34,23.67
CUGNENC,Paul-Henri,M.,UMP,Union pour un Mouvement Populaire,27243,"  57,66","  32,23",oui,03406,57.66,32.23
LIBERTI,François,M.,COM,Communiste,34933,"  47,31","  29,15",non,03407,47.31,29.15
D'ETTORE,Gilles,M.,UMP,Union pour un Mouvement Populaire,38913,"  52,69","  32,47",oui,03407,52.69,32.47
BOUCHERON,Jean-Michel,M.,SOC,Socialiste,26541,"  65,49","  35,63",oui,03501,65.49,35.63
LOUIS,Marie,Mme,UMP,Union pour un Mouvement Populaire,13988,"  34,51","  18,77",non,03501,34.51,18.77
TOURTELIER,Philippe,M.,SOC,Socialiste,34841,"  56,43","  35,51",oui,03502,56.43,35.51
LE BRUN,Loïck,M.,UMP,Union pour un Mouvement Populaire,26902,"  43,57","  27,42",non,03502,43.57,27.42
ROUAULT,Philippe,M.,UMP,Union pour un Mouvement Populaire,26916,"  47,25","  29,47",non,03503,47.25,29.47
ROGEMONT,Marcel,M.,DVG,Divers gauche,30050,"  52,75","  32,90",oui,03503,52.75,32.9
MARSAC,Jean-René,M.,SOC,Socialiste,34983,"  52,92","  31,91",oui,03504,52.92,31.91
AUBIN,Loic,M.,UMP,Union pour un Mouvement Populaire,31117,"  47,08","  28,38",non,03504,47.08,28.38
BENOIT,Thierry,M.,UDFD,UDF-Mouvement Démocrate,21534,"  55,09","  27,61",oui,03506,55.09,27.61
BOISSEAU,Marie-Thérèse,Mme,UMP,Union pour un Mouvement Populaire,17553,"  44,91","  22,50",non,03506,44.91,22.5
COUANAU,René,M.,UMP,Union pour un Mouvement Populaire,32745,"  57,00","  33,05",oui,03507,57.0,33.05
THOMAS,Isabelle,Mme,SOC,Socialiste,24698,"  43,00","  24,93",non,03507,43.0,24.93
SAPIN ,Michel,M.,SOC,Socialiste,17175,"  50,55","  30,52",oui,03601,50.55,30.52
HUGON,Jean-Yves,M.,UMP,Union pour un Mouvement Populaire,16801,"  49,45","  29,85",non,03601,49.45,29.85
FORISSIER,Nicolas,M.,UMP,Union pour un Mouvement Populaire,21481,"  54,15","  33,21",oui,03602,54.15,33.21
BECHTEL,Marie-Françoise,Mme,DVG,Divers gauche,18186,"  45,85","  28,11",non,03602,45.85,28.11
POUSSET,Bernard,M.,UMP,Union pour un Mouvement Populaire,17411,"  46,52","  30,72",non,03603,46.52,30.72
CHANTEGUET,Jean-Paul,M.,SOC,Socialiste,20019,"  53,48","  35,32",oui,03603,53.48,35.32
DONNEDIEU DE VABRES,Renaud,M.,UMP,Union pour un Mouvement Populaire,15160,"  48,93","  27,79",non,03701,48.93,27.79
GILLE,Jean-Patrick,M.,SOC,Socialiste,15826,"  51,07","  29,01",oui,03701,51.07,29.01
GREFF,Claude,Mme,UMP,Union pour un Mouvement Populaire,29699,"  53,99","  32,26",oui,03702,53.99,32.26
FORTIER,Mélanie,Mme,RDG,Radical de gauche,25312,"  46,01","  27,49",non,03702,46.01,27.49
DESCAMPS,Jean-Jacques,M.,UMP,Union pour un Mouvement Populaire,28463,"  49,78","  30,77",non,03703,49.78,30.77
TOURAINE,Marisol,Mme,SOC,Socialiste,28714,"  50,22","  31,04",oui,03703,50.22,31.04
NOVELLI,Hervé,M.,UMP,Union pour un Mouvement Populaire,27157,"  52,56","  31,43",oui,03704,52.56,31.43
LE BRETON,Philippe,M.,SOC,Socialiste,24514,"  47,44","  28,37",non,03704,47.44,28.37
BRIAND,Philippe,M.,UMP,Union pour un Mouvement Populaire,25770,"  55,37","  32,97",oui,03705,55.37,32.97
ROIRON,Claude,Mme,SOC,Socialiste,20771,"  44,63","  26,57",non,03705,44.63,26.57
FIORASO,Geneviève,Mme,SOC,Socialiste,29184,"  63,03","  36,69",oui,03801,63.03,36.69
CARIGNON,Alain,M.,UMP,Union pour un Mouvement Populaire,17115,"  36,97","  21,52",non,03801,36.97,21.52
SAVOUREUX,Christine,Mme,UMP,Union pour un Mouvement Populaire,16418,"  39,67","  22,47",non,03802,39.67,22.47
ISSINDOU,Michel,M.,SOC,Socialiste,24973,"  60,33","  34,18",oui,03802,60.33,34.18
DESTOT,Michel,M.,SOC,Socialiste,20088,"  61,95","  33,29",oui,03803,61.95,33.29
BERANGER,Nathalie,Mme,UMP,Union pour un Mouvement Populaire,12340,"  38,05","  20,45",non,03803,38.05,20.45
MIGAUD,Didier,M.,SOC,Socialiste,31725,"  62,76","  37,13",oui,03804,62.76,37.13
CASAVECCHIA,Yann,M.,MAJ,Majorité présidentielle,18825,"  37,24","  22,03",non,03804,37.24,22.03
BROTTES,François,M.,SOC,Socialiste,31237,"  53,36","  33,55",oui,03805,53.36,33.55
SAVIN,Michel,M.,UMP,Union pour un Mouvement Populaire,27301,"  46,64","  29,33",non,03805,46.64,29.33
FINET-GIRARD,Laurence,Mme,SOC,Socialiste,22107,"  40,19","  20,81",non,03806,40.19,20.81
MOYNE BRESSAND,Alain,M.,UMP,Union pour un Mouvement Populaire,32894,"  59,81","  30,97",oui,03806,59.81,30.97
BINET,Erwann,M.,SOC,Socialiste,26385,"  46,49","  25,71",non,03808,46.49,25.71
REMILLER,Jacques,M.,UMP,Union pour un Mouvement Populaire,30374,"  53,51","  29,59",oui,03808,53.51,29.59
DE SANS NICOLAS,Fabien,M.,UMP,Union pour un Mouvement Populaire,21969,"  40,27","  24,68",non,03809,40.27,24.68
VALLINI,André,M.,SOC,Socialiste,32589,"  59,73","  36,61",oui,03809,59.73,36.61
GARNIER ,Yves,M.,UMP,Union pour un Mouvement Populaire,7208,"  34,61","  12,97",non,03902,34.61,12.97
DALLOZ,Marie-Christine,Mme,UMP,Union pour un Mouvement Populaire,13621,"  65,39","  24,52",oui,03902,65.39,24.52
SERMIER,Jean-Marie,M.,UMP,Union pour un Mouvement Populaire,23153,"  54,51","  34,11",oui,03903,54.51,34.11
VIVERGE,Patrick,M.,SOC,Socialiste,19325,"  45,49","  28,47",non,03903,45.49,28.47
VIDALIES,Alain,M.,SOC,Socialiste,31977,"  53,47","  34,38",oui,04001,53.47,34.38
BERTHELON,Marie-Constance,Mme,UMP,Union pour un Mouvement Populaire,27824,"  46,53","  29,92",non,04001,46.53,29.92
FORTE,Jacques,M.,UMP,Union pour un Mouvement Populaire,31451,"  44,69","  29,20",non,04002,44.69,29.2
DUFAU,Jean-Pierre,M.,SOC,Socialiste,38918,"  55,31","  36,14",oui,04002,55.31,36.14
EMMANUELLI,Henri,M.,SOC,Socialiste,33522,"  58,79","  40,27",oui,04003,58.79,40.27
TAUZIN,Arnaud,M.,UMP,Union pour un Mouvement Populaire,23501,"  41,21","  28,23",non,04003,41.21,28.23
PERRUCHOT,Nicolas,M.,MAJ,Majorité présidentielle,26418,"  50,31","  29,15",oui,04101,50.31,29.15
BARABAN,Geneviève,Mme,SOC,Socialiste,26097,"  49,69","  28,80",non,04101,49.69,28.8
LORGEOUX,Jeanny,M.,SOC,Socialiste,21745,"  44,85","  27,15",non,04102,44.85,27.15
MARTIN-LALANDE,Patrice,M.,UMP,Union pour un Mouvement Populaire,26735,"  55,15","  33,38",oui,04102,55.15,33.38
LEROY,Maurice,M.,MAJ,Majorité présidentielle,24707,"  58,29","  34,87",oui,04103,58.29,34.87
VIDAL,Marie-Hélène,Mme,SOC,Socialiste,17676,"  41,71","  24,94",non,04103,41.71,24.94
JUANICO,Régis,M.,SOC,Socialiste,18922,"  52,13","  27,45",oui,04201,52.13,27.45
GROSSETETE,Françoise,Mme,UMP,Union pour un Mouvement Populaire,17373,"  47,87","  25,20",non,04201,47.87,25.2
CABAL,Christian,M.,UMP,Union pour un Mouvement Populaire,12095,"  46,01","  24,12",non,04202,46.01,24.12
GAGNAIRE,Jean-Louis,M.,SOC,Socialiste,14194,"  53,99","  28,31",oui,04202,53.99,28.31
FARIGOULE,Christiane,Mme,SOC,Socialiste,17485,"  40,97","  22,09",non,04203,40.97,22.09
ROCHEBLOINE,François,M.,MAJ,Majorité présidentielle,25189,"  59,03","  31,83",oui,04203,59.03,31.83
CHARTRON,Jean-Paul,M.,SOC,Socialiste,18641,"  48,36","  26,94",non,04204,48.36,26.94
CINIERI,Dino,M.,UMP,Union pour un Mouvement Populaire,19903,"  51,64","  28,77",oui,04204,51.64,28.77
DEROCHE,Laure,Mme,SOC,Socialiste,20761,"  49,33","  29,96",non,04205,49.33,29.96
NICOLIN,Yves,M.,UMP,Union pour un Mouvement Populaire,21324,"  50,67","  30,78",oui,04205,50.67,30.78
CLEMENT,Pascal,M.,UMP,Union pour un Mouvement Populaire,22401,"  60,51","  32,24",oui,04206,60.51,32.24
FRULEUX,Dominique,Mme,SOC,Socialiste,14617,"  39,49","  21,04",non,04206,39.49,21.04
PRORIOL,Jean,M.,UMP,Union pour un Mouvement Populaire,24389,"  53,63","  30,34",oui,04302,53.63,30.34
CHAPAVEIRE,André,M.,SOC,Socialiste,21090,"  46,37","  26,24",non,04302,46.37,26.24
LE RIDANT,Jean-Pierre,M.,UMP,Union pour un Mouvement Populaire,21231,"  47,97","  29,12",non,04401,47.97,29.12
DE RUGY,François,M.,VEC,Les Verts,23029,"  52,03","  31,58",oui,04401,52.03,31.58
PINTE,François,M.,UMP,Union pour un Mouvement Populaire,21876,"  45,24","  26,48",non,04402,45.24,26.48
CLERGEAU,Marie-Françoise,Mme,SOC,Socialiste,26479,"  54,76","  32,05",oui,04402,54.76,32.05
JOZAN,Sophie,Mme,UMP,Union pour un Mouvement Populaire,16769,"  33,85","  19,26",non,04403,33.85,19.26
AYRAULT,Jean-Marc,M.,SOC,Socialiste,32770,"  66,15","  37,64",oui,04403,66.15,37.64
RAIMBOURG,Dominique,M.,SOC,Socialiste,29978,"  64,49","  37,63",oui,04404,64.49,37.63
THEBAUDEAU,Christine,Mme,UMP,Union pour un Mouvement Populaire,16506,"  35,51","  20,72",non,04404,35.51,20.72
MENARD,Michel,M.,SOC,Socialiste,36891,"  51,11","  32,09",oui,04405,51.11,32.09
DIAT,Robert,M.,UMP,Union pour un Mouvement Populaire,35292,"  48,89","  30,70",non,04405,48.89,30.7
HUNAULT,Michel,M.,MAJ,Majorité présidentielle,25086,"  53,86","  32,47",oui,04406,53.86,32.47
BIORET,Pascal,M.,SOC,Socialiste,21490,"  46,14","  27,82",non,04406,46.14,27.82
L'HONEN,Adeline,Mme,SOC,Socialiste,26515,"  42,15","  25,11",non,04407,42.15,25.11
PRIOU,Christophe,M.,UMP,Union pour un Mouvement Populaire,36392,"  57,85","  34,46",oui,04407,57.85,34.46
BOUILLE,Marie-Odile,Mme,SOC,Socialiste,28471,"  64,30","  35,98",oui,04408,64.3,35.98
ARTHUR,Jean-François,M.,UMP,Union pour un Mouvement Populaire,15806,"  35,70","  19,98",non,04408,35.7,19.98
BOENNEC,Philippe,M.,UMP,Union pour un Mouvement Populaire,31712,"  53,00","  31,88",oui,04409,53.0,31.88
RABIN,Monique,Mme,SOC,Socialiste,28121,"  47,00","  28,27",non,04409,47.0,28.27
POIGNANT,Serge,M.,UMP,Union pour un Mouvement Populaire,33354,"  56,85","  33,67",oui,04410,56.85,33.67
L'HOSTIS,Martine,Mme,SOC,Socialiste,25318,"  43,15","  25,55",non,04410,43.15,25.55
MIALOT,Marie-Madeleine,Mme,SOC,Socialiste,21628,"  45,05","  26,16",non,04501,45.05,26.16
CARRE,Olivier,M.,UMP,Union pour un Mouvement Populaire,26386,"  54,95","  31,91",oui,04501,54.95,31.91
GROUARD,Serge,M.,UMP,Union pour un Mouvement Populaire,25054,"  54,65","  30,64",oui,04502,54.65,30.64
CHAILLOU,Christophe,M.,SOC,Socialiste,20793,"  45,35","  25,42",non,04502,45.35,25.42
PRAHECQ,Micheline,Mme,SOC,Socialiste,22528,"  44,50","  25,04",non,04503,44.5,25.04
BERNARD,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,28099,"  55,50","  31,23",oui,04503,55.5,31.23
CHARIE,Jean-Paul,M.,UMP,Union pour un Mouvement Populaire,29423,"  58,91","  32,76",oui,04505,58.91,32.76
CANETTE,Carole,Mme,SOC,Socialiste,20520,"  41,09","  22,85",non,04505,41.09,22.85
ROUMEGOUX,Michel,M.,UMP,Union pour un Mouvement Populaire,21638,"  45,03","  31,45",non,04601,45.03,31.45
ORLIAC,Dominique,Mme,RDG,Radical de gauche,26419,"  54,97","  38,40",oui,04601,54.97,38.4
LAUNAY,Jean,M.,SOC,Socialiste,25985,"  59,28","  40,22",oui,04602,59.28,40.22
MARTIGNAC,Monique,Mme,UMP,Union pour un Mouvement Populaire,17847,"  40,72","  27,62",non,04602,40.72,27.62
DEZALOS,Christian,M.,SOC,Socialiste,25085,"  46,43","  29,19",non,04701,46.43,29.19
DIONIS DU SEJOUR,Jean,M.,MAJ,Majorité présidentielle,28945,"  53,57","  33,68",oui,04701,53.57,33.68
DIEFENBACHER,Michel,M.,UMP,Union pour un Mouvement Populaire,27711,"  56,19","  35,72",oui,04702,56.19,35.72
GOUZES,Gérard,M.,SOC,Socialiste,21605,"  43,81","  27,85",non,04702,43.81,27.85
BRUGUIERE,Jean-Louis,M.,UMP,Union pour un Mouvement Populaire,25427,"  47,92","  33,38",non,04703,47.92,33.38
CAHUZAC,Jérôme,M.,SOC,Socialiste,27639,"  52,08","  36,29",oui,04703,52.08,36.29
CHAZAL,Jean-Claude,M.,SOC,Socialiste,9887,"  46,39","  30,84",non,04801,46.39,30.84
SAINT LEGER,Francis,M.,UMP,Union pour un Mouvement Populaire,11425,"  53,61","  35,64",oui,04801,53.61,35.64
BELOT,LUC,M.,SOC,Socialiste,20477,"  45,33","  25,68",non,04901,45.33,25.68
BACHELOT-NARQUIN,Roselyne,Mme,UMP,Union pour un Mouvement Populaire,24694,"  54,67","  30,96",oui,04901,54.67,30.96
GOUA,Marc,M.,SOC,Socialiste,26517,"  52,12","  31,01",oui,04902,52.12,31.01
RICHARD,Dominique,M.,UMP,Union pour un Mouvement Populaire,24363,"  47,88","  28,49",non,04902,47.88,28.49
ADRIEN-BIGEON,Laurence,Mme,SOC,Socialiste,17609,"  43,70","  23,66",non,04905,43.7,23.66
BOURDOULEIX,Gilles,M.,UMP,Union pour un Mouvement Populaire,22684,"  56,30","  30,47",oui,04905,56.3,30.47
BARDY,Serge,M.,SOC,Socialiste,21953,"  43,31","  24,33",non,04906,43.31,24.33
DE CHARETTE,Hervé,M.,UMP,Union pour un Mouvement Populaire,28734,"  56,69","  31,85",oui,04906,56.69,31.85
DESCHAMPS,Jean-Karl,M.,SOC,Socialiste,18571,"  42,29","  24,93",non,05001,42.29,24.93
GOSSELIN,Philippe,M.,UMP,Union pour un Mouvement Populaire,25346,"  57,71","  34,03",oui,05001,57.71,34.03
BAS,Philippe,M.,UMP,Union pour un Mouvement Populaire,18593,"  42,14","  24,46",non,05002,42.14,24.46
HUET,Guénhaël,M.,DVD,Divers droite,25528,"  57,86","  33,58",oui,05002,57.86,33.58
JOURDAIN MENNINGER,Danièle,Mme,SOC,Socialiste,17522,"  39,48","  22,81",non,05003,39.48,22.81
COUSIN,Alain,M.,UMP,Union pour un Mouvement Populaire,26855,"  60,52","  34,96",oui,05003,60.52,34.96
GATIGNOL,Claude,M.,UMP,Union pour un Mouvement Populaire,23440,"  55,50","  32,00",oui,05004,55.5,32.0
DRUEZ,Yveline,Mme,SOC,Socialiste,18793,"  44,50","  25,66",non,05004,44.5,25.66
CAZENEUVE,Bernard,M.,SOC,Socialiste,25652,"  58,96","  35,57",oui,05005,58.96,35.57
LEMIERE,Jean,M.,UMP,Union pour un Mouvement Populaire,17859,"  41,04","  24,76",non,05005,41.04,24.76
QUENARD,Eric,M.,SOC,Socialiste,13328,"  46,28","  23,01",non,05101,46.28,23.01
DUTREIL,Renaud,M.,UMP,Union pour un Mouvement Populaire,15469,"  53,72","  26,70",oui,05101,53.72,26.7
HAZAN,Adeline,Mme,SOC,Socialiste,15520,"  43,07","  23,03",non,05102,43.07,23.03
VAUTRIN,Catherine,Mme,UMP,Union pour un Mouvement Populaire,20511,"  56,93","  30,43",oui,05102,56.93,30.43
THOMAS,Jean-Claude,M.,UMP,Union pour un Mouvement Populaire,17326,"  53,70","  26,40",oui,05103,53.7,26.4
DAHM,Nathalie,Mme,SOC,Socialiste,14936,"  46,30","  22,76",non,05103,46.3,22.76
APPARU,Benoist,M.,UMP,Union pour un Mouvement Populaire,18523,"  58,94","  30,25",oui,05104,58.94,30.25
BERTHIOT,Gérard,M.,SOC,Socialiste,12905,"  41,06","  21,07",non,05104,41.06,21.07
GAROT,Guillaume,M.,SOC,Socialiste,25258,"  50,63","  30,91",oui,05301,50.63,30.91
D'AUBERT,François,M.,UMP,Union pour un Mouvement Populaire,24634,"  49,37","  30,15",non,05301,49.37,30.15
BERNIER,Marc,M.,UMP,Union pour un Mouvement Populaire,18051,"  51,80","  26,94",oui,05302,51.8,26.94
DOINEAU,Elisabeth,Mme,UDFD,UDF-Mouvement Démocrate,16796,"  48,20","  25,07",non,05302,48.2,25.07
HENART,Laurent,M.,UMP,Union pour un Mouvement Populaire,14816,"  50,80","  27,99",oui,05401,50.8,27.99
KLEIN,Mathieu,M.,SOC,Socialiste,14348,"  49,20","  27,10",non,05401,49.2,27.1
FERON,Hervé,M.,SOC,Socialiste,22933,"  50,65","  29,32",oui,05402,50.65,29.32
BURCKHART-VANDEVELDE,Patricia,Mme,UMP,Union pour un Mouvement Populaire,22341,"  49,35","  28,56",non,05402,49.35,28.56
ROSSO-DEBORD,Valérie,Mme,UMP,Union pour un Mouvement Populaire,16718,"  51,37","  28,67",oui,05403,51.37,28.67
JACQUEMIN,Pascal,M.,SOC,Socialiste,15825,"  48,63","  27,14",non,05403,48.63,27.14
LAMBLIN,Jacques,M.,UMP,Union pour un Mouvement Populaire,25291,"  57,85","  32,44",oui,05404,57.85,32.44
DEMONET,Laurence,Mme,SOC,Socialiste,18430,"  42,15","  23,64",non,05404,42.15,23.64
PILOT,Michèle,Mme,SOC,Socialiste,21206,"  47,18","  28,14",non,05405,47.18,28.14
MORANO,Nadine,Mme,UMP,Union pour un Mouvement Populaire,23741,"  52,82","  31,50",oui,05405,52.82,31.5
GIROUX,Paul,M.,UMP,Union pour un Mouvement Populaire,17341,"  41,38","  22,11",non,05406,41.38,22.11
LE DEAUT,Jean-Yves,M.,SOC,Socialiste,24562,"  58,62","  31,32",oui,05406,58.62,31.32
JACQUE,Edouard,M.,UMP,Union pour un Mouvement Populaire,16787,"  46,05","  23,54",non,05407,46.05,23.54
ECKERT,Christian,M.,SOC,Socialiste,19668,"  53,95","  27,58",oui,05407,53.95,27.58
VILLEMIN,Thibaut,M.,SOC,Socialiste,21481,"  46,03","  26,83",non,05501,46.03,26.83
PANCHER,Bertrand,M.,UMP,Union pour un Mouvement Populaire,25188,"  53,97","  31,46",oui,05501,53.97,31.46
BECQ-VINCI,Claudine,Mme,UMP,Union pour un Mouvement Populaire,17222,"  47,08","  27,93",non,05502,47.08,27.93
DUMONT,Jean-Louis,M.,SOC,Socialiste,19361,"  52,92","  31,40",oui,05502,52.92,31.4
PELLOIS,Hervé,M.,SOC,Socialiste,30429,"  47,10","  29,11",non,05601,47.1,29.11
GOULARD,François,M.,UMP,Union pour un Mouvement Populaire,34174,"  52,90","  32,69",oui,05601,52.9,32.69
LE MAGUERESSE,Nathalie,Mme,SOC,Socialiste,27189,"  47,75","  29,16",non,05602,47.75,29.16
GRALL,Michel,M.,UMP,Union pour un Mouvement Populaire,29755,"  52,25","  31,91",oui,05602,52.25,31.91
LORGEOUX,Gérard,M.,UMP,Union pour un Mouvement Populaire,27523,"  53,04","  33,02",oui,05603,53.04,33.02
LE ROCH,Jean-Pierre,M.,SOC,Socialiste,24365,"  46,96","  29,23",non,05603,46.96,29.23
LE MARRE,Béatrice,Mme,SOC,Socialiste,26893,"  49,58","  30,82",non,05604,49.58,30.82
BOUVARD,Loïc,M.,UMP,Union pour un Mouvement Populaire,27351,"  50,42","  31,35",oui,05604,50.42,31.35
COLAS,Maria,Mme,UMP,Union pour un Mouvement Populaire,21395,"  44,73","  26,28",non,05605,44.73,26.28
OLIVIER-COUPEAU,Françoise,Mme,SOC,Socialiste,26433,"  55,27","  32,48",oui,05605,55.27,32.48
LE NAY,Jacques,M.,UMP,Union pour un Mouvement Populaire,30528,"  54,67","  35,05",oui,05606,54.67,35.05
BAGEOT,Jean-Pierre,M.,SOC,Socialiste,25311,"  45,33","  29,06",non,05606,45.33,29.06
GROSDIDIER,François,M.,UMP,Union pour un Mouvement Populaire,19547,"  52,40","  26,32",oui,05701,52.4,26.32
TERRIER,Gérard,M.,SOC,Socialiste,17755,"  47,60","  23,90",non,05701,47.6,23.9
JACQUAT,Denis,M.,UMP,Union pour un Mouvement Populaire,20150,"  55,89","  26,73",oui,05702,55.89,26.73
GANSOINAT-RAVAINE,Marie-Thérèse,Mme,SOC,Socialiste,15906,"  44,11","  21,10",non,05702,44.11,21.1
LANG,Pierre,M.,UMP,Union pour un Mouvement Populaire,20742,"  65,26","  28,22",oui,05706,65.26,28.22
OBIEGALA,Michel,M.,SOC,Socialiste,11040,"  34,74","  15,02",non,05706,34.74,15.02
MISSOFFE,Alain,M.,UMP,Union pour un Mouvement Populaire,19025,"  49,04","  24,85",non,05708,49.04,24.85
FILIPPETTI,Aurélie,Mme,SOC,Socialiste,19769,"  50,96","  25,82",oui,05708,50.96,25.82
MERTZ,Bertrand,M.,SOC,Socialiste,16163,"  44,89","  21,88",non,05709,44.89,21.88
DEMANGE,Jean-Marie,M.,UMP,Union pour un Mouvement Populaire,19840,"  55,11","  26,86",oui,05709,55.11,26.86
FERRARI,Christine,Mme,UMP,Union pour un Mouvement Populaire,14772,"  43,90","  20,85",non,05710,43.9,20.85
LIEBGOTT,Michel,M.,SOC,Socialiste,18874,"  56,10","  26,64",oui,05710,56.1,26.64
CARRILLON COUVREUR,Martine,Mme,SOC,Socialiste,17919,"  56,07","  32,21",oui,05801,56.07,32.21
